"","minsplit","cp","xval","CP","nsplit","rel error","xerror","xstd","is_lkh","Elapsed"
"3",1,1e-16,3,0.000292784003116456,2,0.90009950988846,0.900406346624054,0.00917617393047166,9.13634122711168,41.7789208889008
"31",20,1e-16,3,0.000292784003116456,2,0.90009950988846,0.900784580068813,0.00917635038490287,9.13634122711168,41.7789208889008
"32",50,1e-16,3,0.000292784003116456,2,0.90009950988846,0.900836243063801,0.00917612398864062,9.13634122711168,41.7789208889008
"33",100,1e-16,3,0.000292784003116456,2,0.90009950988846,0.900695981493254,0.00917482082901984,9.13634122711168,41.7789208889008
"34",1,1e-10,3,0.000292784003116456,2,0.90009950988846,0.900407439386359,0.00917539157239872,9.13634122711168,41.7789208889008
"35",20,1e-10,3,0.000292784003116456,2,0.90009950988846,0.900725251676863,0.00917975803876566,9.13634122711168,41.7789208889008
"36",50,1e-10,3,0.000292784003116456,2,0.90009950988846,0.900606009256027,0.00917737413682638,9.13634122711168,41.7789208889008
"37",100,1e-10,3,0.000292784003116456,2,0.90009950988846,0.900674145917959,0.00917679400501884,9.13634122711168,41.7789208889008
"38",1,1e-05,3,0.000292784003116456,2,0.90009950988846,0.901369618462836,0.00918174506271837,9.13634122711168,41.7789208889008
"39",20,1e-05,3,0.000292784003116456,2,0.90009950988846,0.901275795225504,0.00918049950314517,9.13634122711168,41.7789208889008
"310",50,1e-05,3,0.000292784003116456,2,0.90009950988846,0.900398437044979,0.00917346541109671,9.13634122711168,41.7789208889008
"311",100,1e-05,3,0.000292784003116456,2,0.90009950988846,0.900484426046722,0.00917492067770423,9.13634122711168,41.7789208889008
"2",1,0.01,3,0.01,1,0.901328504497553,0.901577687017413,0.0091879833362087,9.13432418770189,41.7789208889008
"21",20,0.01,3,0.01,1,0.901328504497553,0.901849036600674,0.00919425078321406,9.13432418770189,41.7789208889008
"22",50,0.01,3,0.01,1,0.901328504497553,0.901488153149595,0.00918861399292011,9.13432418770189,41.7789208889008
"23",100,0.01,3,0.01,1,0.901328504497553,0.901477162617098,0.00918932167328004,9.13432418770189,41.7789208889008
