"","Epoch","Iteration","num_layers","num_nodes","optim","activation","lr","xi","eps","gpUtility","acqOptimum","inBounds","Elapsed","Score","train.lkh","errorMessage"
"1",0,1,5,4,1,1,0.0901451935804682,0.0941264675953425,0.357834330562037,NA,FALSE,TRUE,1607.53,-7.43441899617513,6.96361867586772,NA
"2",0,2,7,8,2,1,0.39668752033778,0.445309302883688,0.154950376041234,NA,FALSE,TRUE,1570.054,-7.75354894002279,7.31784824530284,NA
"3",0,3,4,4,2,1,0.368071988319396,0.0624653288675472,0.230348375039175,NA,FALSE,TRUE,663.248999999982,-7.65032974878947,7.22991387049357,NA
"4",0,4,3,9,2,2,0.245804922976042,0.238381540093105,0.172060516218189,NA,FALSE,TRUE,3100.18900000001,-7.54382085800171,7.10299746195475,NA
"5",0,5,7,10,2,2,0.451895282646199,0.00697745781391859,0.228465192245785,NA,FALSE,TRUE,4894.136,-14.6082461675008,14.126616636912,NA
"6",0,6,5,6,1,1,0.445513018530025,0.414383076000959,0.429053243463859,NA,FALSE,TRUE,846.343999999983,-11.6831232706706,9.66893299420675,NA
"7",0,7,2,2,2,2,0.12651773525069,0.271858286515344,0.496868945939932,NA,FALSE,TRUE,755.434999999998,-7.22048298517863,6.78287891546885,NA
"8",0,8,5,5,1,2,0.338069363714033,0.123465201314539,0.259546606179792,NA,FALSE,TRUE,1059.12399999998,-8.80647659301758,8.14584076404572,NA
"9",0,9,9,5,2,2,0.0998501983211609,0.351097950795665,0.400303073155228,NA,FALSE,TRUE,2632.177,-7.87618509928385,7.43009575208028,NA
"10",0,10,9,6,2,1,0.437479294107016,0.258305653072894,0.363406119777355,NA,FALSE,TRUE,737.774000000005,-12.3818511962891,11.9604773521423,NA
"11",0,11,7,6,2,2,0.378161926302104,0.310311984135769,0.468263035742566,NA,FALSE,TRUE,680.266000000003,-12.26247437795,11.8319358030955,NA
"12",0,12,6,8,2,2,0.136041210849187,0.490483821528032,0.12589922158746,NA,FALSE,TRUE,1334.152,-7.21832354863485,6.78208208084106,NA
"13",0,13,3,3,1,2,0.342166524557606,0.204202217774,0.457548593331594,NA,FALSE,TRUE,1041.67700000003,-7.84240611394246,7.23690394560496,NA
"14",0,14,3,2,2,2,0.0674656660746783,0.300120991503354,0.13528169721365,NA,FALSE,TRUE,4555.98500000002,-7.12390025456746,6.67826926708221,NA
"15",0,15,6,3,1,1,0.319385142116621,0.470959079170134,0.275206631338224,NA,FALSE,TRUE,1015.82799999998,-7.5904286702474,7.05635023117065,NA
"16",0,16,9,2,2,1,0.111256965139997,0.0486733042309061,0.322080798072275,NA,FALSE,TRUE,4625.079,-7.32942279179891,6.88286928335826,NA
"17",0,17,2,10,2,1,0.308953806050424,0.161622539155651,0.305547752832063,NA,FALSE,TRUE,2239.20000000001,-8.55689207712809,8.13079365094503,NA
"18",0,18,6,5,1,1,0.486188198744971,0.179448830909096,0.310193998361938,NA,FALSE,TRUE,822.277000000002,-9.12676684061686,8.3203452428182,NA
"19",0,19,3,3,2,1,0.00735159648696426,0.46687041267287,0.471316523377318,NA,FALSE,TRUE,1886.28700000001,-7.12540578842163,6.68838902314504,NA
"20",0,20,8,8,2,1,0.190424581041443,0.0182862666877918,0.431814239430241,NA,FALSE,TRUE,4813.41400000002,-15.3524729410807,14.9057637055715,NA
"21",0,21,2,7,1,2,0.417840280936239,0.188331166063435,0.0683776305057108,NA,FALSE,TRUE,1447.26199999999,-7.334006468455,6.89825487136841,NA
"22",0,22,8,5,1,2,0.155816366689536,0.362913867931347,0.376804790897295,NA,FALSE,TRUE,1389.83800000002,-8.63389714558919,7.82829654216766,NA
"23",0,23,4,3,1,1,0.0752894129229942,0.0510294576687738,0.410666302524041,NA,FALSE,TRUE,2217.16200000001,-7.24957704544067,6.80955759684245,NA
"24",0,24,4,9,1,2,0.330639631826058,0.116919222024735,0.333779545656871,NA,FALSE,TRUE,1357.81299999999,-10.9533758163452,10.0224848190943,NA
"25",0,25,3,3,2,1,0.18050011737661,0.326427830436733,0.380205806321465,NA,FALSE,TRUE,2150.076,-7.30342928568522,6.86171106497447,NA
"26",0,26,4,7,2,2,0.406313599354052,0.348245633197948,0.00307394847506657,NA,FALSE,TRUE,3641.79500000001,-7.12302780151367,6.61769302686055,NA
"27",0,27,9,7,1,1,0.39015052566838,0.338451742192265,0.20856118113501,NA,FALSE,TRUE,1300.28099999999,-9.74861176808675,8.83695296446482,NA
"28",0,28,7,4,1,1,0.462461319135758,0.437353104348294,0.0925122539559379,NA,FALSE,TRUE,956.815000000002,-7.68492396672567,7.07263437906901,NA
"29",0,29,3,4,1,1,0.300824197219079,0.149191792916972,0.487063793435227,NA,FALSE,TRUE,987.341999999975,-8.34114424387614,7.57117935021718,NA
"30",0,30,8,3,1,2,0.492727491469658,0.106127314877231,0.297101250088308,NA,FALSE,TRUE,936.008999999991,-8.56435139973958,7.9013565381368,NA
"31",0,31,5,6,1,1,0.280361369282869,0.221821044594981,0.398958542577457,NA,FALSE,TRUE,1073.791,-9.79949315388997,8.70172242323557,NA
"32",0,32,10,3,1,2,0.284733043213049,0.074910459110979,0.219887975733727,NA,FALSE,TRUE,1561.52600000001,-8.0700159072876,7.52251561482747,NA
"33",0,33,6,7,1,2,0.421147353669186,0.199992135793436,0.0462918638647534,NA,FALSE,TRUE,1198.391,-7.58877611160278,7.16413525740306,NA
"34",0,34,9,4,1,2,0.057955254813889,0.0218248386494815,0.143238144181669,NA,FALSE,TRUE,1452.304,-7.29466247558594,6.84337059656779,NA
