"","minsplit","cp","xval","CP","nsplit","rel error","xerror","xstd","is_lkh","Elapsed"
"24",1,1e-16,3,0.000422771703439825,32,0.807985799490683,0.814471012046117,0.0079488423689316,9.36023867279023,47.9754951000214
"25",20,1e-16,3,0.00038248280160584,33,0.807563027787243,0.815426953146374,0.00797331753186249,9.35998793547249,47.9754951000214
"251",50,1e-16,3,0.000283622388225408,33,0.807563027787243,0.81535604923384,0.00795923483767501,9.35998793547249,47.9754951000214
"241",100,1e-16,3,0.000422771703439825,32,0.807985799490683,0.815293547671884,0.00794666305100267,9.36023867279023,47.9754951000214
"252",1,1e-10,3,0.00038248280160584,33,0.807563027787243,0.815836837793782,0.00795397534885427,9.35998793547249,47.9754951000214
"242",20,1e-10,3,0.000422771703439825,32,0.807985799490683,0.81542466670305,0.00796625150720379,9.36023867279023,47.9754951000214
"243",50,1e-10,3,0.000422771703439825,32,0.807985799490683,0.815308403564857,0.00796691411068828,9.36023867279023,47.9754951000214
"244",100,1e-10,3,0.000422771703439825,32,0.807985799490683,0.815046052803701,0.00796542975342355,9.36023867279023,47.9754951000214
"253",1,1e-05,3,0.00038248280160584,33,0.807563027787243,0.814806138516668,0.00793755076583902,9.35998793547249,47.9754951000214
"245",20,1e-05,3,0.000422771703439825,32,0.807985799490683,0.815367210545875,0.00795702045520543,9.36023867279023,47.9754951000214
"254",50,1e-05,3,0.000283622388225408,33,0.807563027787243,0.817378533912312,0.00799140666852592,9.35998793547249,47.9754951000214
"246",100,1e-05,3,0.000422771703439825,32,0.807985799490683,0.817830657820529,0.00799151587581136,9.36023867279023,47.9754951000214
"2",1,0.01,3,0.01,1,0.913400797362246,0.91351373072917,0.00866829613427605,9.19552002822792,47.9754951000214
"21",20,0.01,3,0.01,1,0.913400797362246,0.913812820925698,0.00866967380696104,9.19552002822792,47.9754951000214
"22",50,0.01,3,0.01,1,0.913400797362246,0.913566956786247,0.00867022199211573,9.19552002822792,47.9754951000214
"23",100,0.01,3,0.01,1,0.913400797362246,0.91349655108586,0.00866850740142246,9.19552002822792,47.9754951000214
