"","Epoch","Iteration","number_of_neurons","number_of_layers","gpUtility","acqOptimum","inBounds","Elapsed","Score","train_loss","errorMessage"
"1",0,1,7,1,NA,FALSE,TRUE,223.576,0.000388417192880297,0.00045107219266356,NA
"2",0,2,4,1,NA,FALSE,TRUE,221.169,0.00020814753115701,0.000188586679723812,NA
"3",0,3,9,2,NA,FALSE,TRUE,111.939,7.34837084564788e-05,8.11218844319228e-05,NA
"4",1,4,10,1,0.531157102497502,FALSE,TRUE,170.424,0.000156268005775928,0.00014421856503759,NA
"5",1,5,1,1,0.531181575508587,FALSE,TRUE,167.697,0.0038655974185215,0.00360334449107427,NA
