"","minsplit","cp","xval","CP","nsplit","rel error","xerror","xstd","is_lkh","Elapsed"
"20",1,1e-16,3,0.000336730430623526,32,0.80453764833334,0.81262762358043,0.00782965190120199,9.42508426707568,38.1496376991272
"201",20,1e-16,3,0.000336730430623526,32,0.80453764833334,0.812088543594478,0.00778447124935381,9.42508426707568,38.1496376991272
"202",50,1e-16,3,0.00029938486422752,32,0.80453764833334,0.812394047272074,0.00782271304983566,9.42508426707568,38.1496376991272
"203",100,1e-16,3,0.000249220364343764,32,0.80453764833334,0.812489867316258,0.00779132787741629,9.42508426707568,38.1496376991272
"204",1,1e-10,3,0.000336730430623526,32,0.80453764833334,0.812081328777592,0.00780283476557374,9.42508426707568,38.1496376991272
"205",20,1e-10,3,0.000336730430623526,32,0.80453764833334,0.811134945352085,0.00778542231257293,9.42508426707568,38.1496376991272
"206",50,1e-10,3,0.00029938486422752,32,0.80453764833334,0.811873922890281,0.00778479147573302,9.42508426707568,38.1496376991272
"207",100,1e-10,3,0.000249220364343764,32,0.80453764833334,0.812638197168689,0.00779499027406476,9.42508426707568,38.1496376991272
"208",1,1e-05,3,0.000336730430623526,32,0.80453764833334,0.810576269927202,0.00777250721631878,9.42508426707568,38.1496376991272
"209",20,1e-05,3,0.000336730430623526,32,0.80453764833334,0.814092963174114,0.00782276696480048,9.42508426707568,38.1496376991272
"2010",50,1e-05,3,0.00029938486422752,32,0.80453764833334,0.811502152416802,0.00777764851367565,9.42508426707568,38.1496376991272
"2011",100,1e-05,3,0.000249220364343764,32,0.80453764833334,0.811587211854569,0.00779746041563225,9.42508426707568,38.1496376991272
"2",1,0.01,3,0.01,1,0.906752152330984,0.907015036327283,0.00844430962936419,9.2158730329626,38.1496376991272
"21",20,0.01,3,0.01,1,0.906752152330984,0.907272516289565,0.00844583955905833,9.2158730329626,38.1496376991272
"22",50,0.01,3,0.01,1,0.906752152330984,0.906819120233311,0.00844195311468141,9.2158730329626,38.1496376991272
"23",100,0.01,3,0.01,1,0.906752152330984,0.90717779093251,0.00844543359668973,9.2158730329626,38.1496376991272
