"","Epoch","Iteration","minbucket","cp","minsplit","gpUtility","acqOptimum","inBounds","Elapsed","Score","train.lkh","errorMessage"
"1",0,1,37,0.00561507810406226,13.2972518547485,NA,FALSE,TRUE,0.563999999999851,-0.887486789565674,0.887225967918873,NA
"2",0,2,44,0.00421971747344968,41.7596055416157,NA,FALSE,TRUE,0.630000000000109,-0.887486789565674,0.887225967918873,NA
"3",0,3,21,0.00843942219412481,17.4444142004382,NA,FALSE,TRUE,0.562000000000126,-0.887486789565674,0.887225967918873,NA
"4",0,4,44,0.00620500395602998,36.9205675134296,NA,FALSE,TRUE,0.223999999999933,-0.887365765511264,0.887225967918873,NA
"5",0,5,8,0.00191296372924316,12.1033631310286,NA,FALSE,TRUE,0.654999999999973,-0.887486789565674,0.887225967918873,NA
"6",0,6,12,0.000433631608143272,48.1455106364982,NA,FALSE,TRUE,0.840000000000146,-0.887486789565674,0.887225967918873,NA
"7",0,7,15,0.00304256668786564,3.6537050620839,NA,FALSE,TRUE,0.567000000000007,-0.887486789565674,0.887225967918873,NA
"8",0,8,33,0.00478727486906305,26.0829208933981,NA,FALSE,TRUE,0.702999999999975,-0.887486789565674,0.887225967918873,NA
"9",0,9,42,0.00147641583718558,35.7046628212184,NA,FALSE,TRUE,0.679000000000087,-0.887486789565674,0.887225967918873,NA
"10",0,10,35,0.00798200837184377,23.8605519560073,NA,FALSE,TRUE,0.865999999999985,-0.887486789565674,0.887225967918873,NA
"11",0,11,26,0.00954493070239073,45.265919701336,NA,FALSE,TRUE,1.01999999999998,-0.887486789565674,0.887225967918873,NA
"12",0,12,27,0.000645073820086918,33.069329048614,NA,FALSE,TRUE,0.663000000000011,-0.887486789565674,0.887225967918873,NA
"13",0,13,49,0.00518831203371893,14.923590856418,NA,FALSE,TRUE,0.894999999999982,-0.887486789565674,0.887225967918873,NA
"14",0,14,47,9.85724741887086e-05,28.5476269814372,NA,FALSE,TRUE,0.507000000000062,-0.887486789565674,0.887225967918873,NA
"15",0,15,36,0.00217360517802045,23.5218301895587,NA,FALSE,TRUE,0.701999999999998,-0.887486789565674,0.887225967918873,NA
"16",0,16,18,0.00801383363086044,7.25336532595102,NA,FALSE,TRUE,0.317000000000007,-0.887365765511264,0.887225967918873,NA
"17",0,17,2,0.00672276559683392,6.78391893620603,NA,FALSE,TRUE,0.7800000000002,-0.887486789565674,0.887225967918873,NA
"18",0,18,49,0.00292754579623601,29.6686784054153,NA,FALSE,TRUE,0.587999999999965,-0.887486789565674,0.887225967918873,NA
"19",0,19,10,0.00234774508147179,38.2665758663183,NA,FALSE,TRUE,0.761999999999944,-0.887486789565674,0.887225967918873,NA
"20",0,20,46,0.00329979945774589,1.37535962584894,NA,FALSE,TRUE,0.747000000000071,-0.887486789565674,0.887225967918873,NA
"21",0,21,47,0.00826828575218973,18.3915041926783,NA,FALSE,TRUE,0.751999999999953,-0.887486789565674,0.887225967918873,NA
"22",0,22,41,0.00875576810765638,5.18353101905901,NA,FALSE,TRUE,0.345000000000027,-0.887365765511264,0.887225967918873,NA
"23",0,23,9,0.0090715059213312,44.9100171582447,NA,FALSE,TRUE,0.741999999999962,-0.887486789565674,0.887225967918873,NA
"24",0,24,43,0.00394676744760909,41.1464122875314,NA,FALSE,TRUE,0.822999999999865,-0.887486789565674,0.887225967918873,NA
"25",0,25,40,0.00161967232688173,47.8667565949727,NA,FALSE,TRUE,0.29099999999994,-0.887365765511264,0.887225967918873,NA
"26",0,26,7,0.00960101430837848,28.0825476322649,NA,FALSE,TRUE,0.254999999999882,-0.887365765511264,0.887225967918873,NA
"27",0,27,31,0.00276442620676862,39.4549483226659,NA,FALSE,TRUE,0.674999999999955,-0.887486789565674,0.887225967918873,NA
"28",0,28,28,0.0044989938008661,49.4421018278878,NA,FALSE,TRUE,0.673999999999978,-0.887486789565674,0.887225967918873,NA
"29",0,29,30,0.00691650193465024,3.96393624850549,NA,FALSE,TRUE,0.700000000000045,-0.887486789565674,0.887225967918873,NA
"30",0,30,25,0.00645783355860354,21.2500157701643,NA,FALSE,TRUE,0.622000000000071,-0.887486789565674,0.887225967918873,NA
"31",0,31,8,0.00584859410315523,43.7353941351734,NA,FALSE,TRUE,0.956000000000131,-0.887486789565674,0.887225967918873,NA
"32",0,32,3,0.00927393329956532,11.4708088082215,NA,FALSE,TRUE,0.532999999999902,-0.887365765511264,0.887225967918873,NA
"33",0,33,38,0.004873009904665,8.12114326544572,NA,FALSE,TRUE,0.726000000000113,-0.887486789565674,0.887225967918873,NA
"34",0,34,32,0.00256399454715136,9.74673368539195,NA,FALSE,TRUE,0.709999999999809,-0.887486789565674,0.887225967918873,NA
"35",0,35,12,0.00745086166815564,33.4396939415066,NA,FALSE,TRUE,0.983999999999924,-0.887486789565674,0.887225967918873,NA
"36",0,36,24,0.00893561317780323,30.7205065972917,NA,FALSE,TRUE,0.663000000000011,-0.887486789565674,0.887225967918873,NA
"37",0,37,21,0.00714390066467851,46.5074452417949,NA,FALSE,TRUE,0.661999999999807,-0.887486789565674,0.887225967918873,NA
"38",0,38,39,0.00986863485974358,32.213108921703,NA,FALSE,TRUE,0.257000000000062,-0.887365765511264,0.887225967918873,NA
"39",0,39,29,0.000231795577368261,16.3312708787946,NA,FALSE,TRUE,0.766000000000076,-0.887486789565674,0.887225967918873,NA
"40",0,40,14,0.005362208290519,10.3694309350196,NA,FALSE,TRUE,0.733000000000175,-0.887486789565674,0.887225967918873,NA
