"","Epoch","Iteration","number_of_neurons","number_of_layers","gpUtility","acqOptimum","inBounds","Elapsed","Score","train_loss","errorMessage"
"1",0,1,2,1,NA,FALSE,TRUE,173.954,0.00362693625797874,0.00273260401495463,NA
"2",0,2,5,2,NA,FALSE,TRUE,176.833000000001,0.0340156909122925,0.000903559305788804,NA
"3",0,3,9,2,NA,FALSE,TRUE,112.316000000001,0.00621670399996219,6.68162394504179e-05,NA
"4",1,4,5,1,0.691038401008564,TRUE,TRUE,174.912,0.123836052234947,0.00940211738407015,NA
"5",1,5,1,1,0.527663938197207,FALSE,TRUE,172.357999999999,0.0269881976753178,0.0258219569218767,NA
"6",2,6,6,1,0.495722030560293,TRUE,TRUE,172.599,6.33781752185314e-05,6.03985419729725e-05,NA
"7",2,7,10,1,0.276654933020506,FALSE,TRUE,171.553,0.000135720482729893,0.000115051865759597,NA
