"","minsplit","cp","xval","CP","nsplit","rel error","xerror","xstd","is_lkh","Elapsed"
"19",1,1e-16,3,0.000392745809686017,31,0.807418431879581,0.814824624277953,0.00777834005033475,9.41795771806205,47.7694025039673
"191",20,1e-16,3,0.000392745809686017,31,0.807418431879581,0.816415120423688,0.00778698114359758,9.41795771806205,47.7694025039673
"192",50,1e-16,3,0.000392745809686017,31,0.807418431879581,0.817202341410448,0.007792854461213,9.41795771806205,47.7694025039673
"193",100,1e-16,3,0.000266272414642002,31,0.807418431879581,0.814791738663393,0.00777718302045886,9.41795771806205,47.7694025039673
"194",1,1e-10,3,0.000392745809686017,31,0.807418431879581,0.814179253346256,0.0077560269545612,9.41795771806205,47.7694025039673
"195",20,1e-10,3,0.000392745809686017,31,0.807418431879581,0.81444315808013,0.00776621802829704,9.41795771806205,47.7694025039673
"196",50,1e-10,3,0.000392745809686017,31,0.807418431879581,0.814529017192298,0.00777445503958661,9.41795771806205,47.7694025039673
"197",100,1e-10,3,0.000266272414642002,31,0.807418431879581,0.814703555800926,0.00778809177456297,9.41795771806205,47.7694025039673
"198",1,1e-05,3,0.000392745809686017,31,0.807418431879581,0.812833178640015,0.00774787919698323,9.41795771806205,47.7694025039673
"199",20,1e-05,3,0.000392745809686017,31,0.807418431879581,0.81579537822523,0.0077755916812327,9.41795771806205,47.7694025039673
"1910",50,1e-05,3,0.000392745809686017,31,0.807418431879581,0.812077575107566,0.00774722473731637,9.41795771806205,47.7694025039673
"1911",100,1e-05,3,0.000266272414642002,31,0.807418431879581,0.815309350422389,0.00777240314330586,9.41795771806205,47.7694025039673
"2",1,0.01,3,0.01,1,0.907123254367009,0.907245300311053,0.0083781994965152,9.21417719956611,47.7694025039673
"21",20,0.01,3,0.01,1,0.907123254367009,0.907282752169343,0.00837836933586776,9.21417719956611,47.7694025039673
"22",50,0.01,3,0.01,1,0.907123254367009,0.907168475207685,0.00837762424288979,9.21417719956611,47.7694025039673
"23",100,0.01,3,0.01,1,0.907123254367009,0.907329626784483,0.00837970800745816,9.21417719956611,47.7694025039673
