"","Epoch","Iteration","eta","max_depth","min_child_weight","subsample","lambda","alpha","gpUtility","acqOptimum","inBounds","Elapsed","Score","train.lkh","errorMessage"
"1",0,1,0.537308473731033,10,25.5988033877936,0.8169409109301,14.8039088695077,13.2681708289489,NA,FALSE,TRUE,77.3450000000012,-7.76380408575992,8.45345359252363,NA
"2",0,2,0.00346589027545773,24,48.3489263104275,0.588691780260818,11.2901818070811,10.880733712648,NA,FALSE,TRUE,714.191999999995,-7.76619426587204,8.45753700435463,NA
"3",0,3,0.424734816089487,11,13.7530838555764,0.745429145555961,13.9388750551734,4.35625854561714,NA,FALSE,TRUE,79.5629999999946,-7.76389292772945,8.45378237829454,NA
"4",0,4,0.275279959556288,15,39.5776352155595,0.792531604108114,13.8256297736482,10.1784072901445,NA,FALSE,TRUE,87.8659999999945,-7.76375031163453,8.45272810588199,NA
"5",0,5,0.328213250568996,21,45.8321466858391,0.857410439237361,8.58963761312994,14.08255673936,NA,FALSE,TRUE,81.2149999999965,-7.76460372423159,8.45189000100141,NA
"6",0,6,0.96262334788648,2,28.4254893875466,0.514835397091228,6.04100272914645,8.60548815067607,NA,FALSE,TRUE,88.1450000000041,-7.7632371010993,8.45572723828657,NA
"7",0,7,0.383187490775107,2,13.2083419231304,0.84298838764653,13.1312180654361,12.1467114637534,NA,FALSE,TRUE,89.1169999999984,-7.76323779508887,8.45512473366995,NA
"8",0,8,0.057475956918027,13,43.0488842575309,0.570356888176802,0.252901889706174,9.3084901900371,NA,FALSE,TRUE,130.433000000005,-7.76882998099737,8.44277946267178,NA
"9",0,9,0.151640323948903,8,38.3285881409672,0.550617702311317,7.19877847985257,9.20710510793679,NA,FALSE,TRUE,96.7970000000059,-7.76454815128948,8.45060240348461,NA
"10",0,10,0.219656043444187,5,35.9895029911198,0.934008659662482,10.4254207355776,4.97487864976462,NA,FALSE,TRUE,87.9130000000005,-7.76388316610615,8.45362496758982,NA
"11",0,11,0.0847496406551307,17,9.71202308294149,0.997812526396726,1.09454521743688,14.8381828701195,NA,FALSE,TRUE,107.010000000009,-7.76946104127805,8.43868531193465,NA
"12",0,12,0.665607744639811,9,9.24600593145722,0.642897975480972,9.29933426337532,13.4314186919409,NA,FALSE,TRUE,74.7540000000008,-7.7646053739143,8.45259621188272,NA
"13",0,13,0.559733782921774,16,3.64562468424153,0.870648079351701,3.71863274696247,11.7789995920164,NA,FALSE,TRUE,77.2010000000009,-7.76748342622365,8.44611762474191,NA
"14",0,14,0.166783922719053,23,33.5488663301266,0.896974767030557,11.7307975858701,7.39601019111713,NA,FALSE,TRUE,98.1650000000081,-7.76393435083714,8.45223827094621,NA
"15",0,15,0.755614872618865,7,24.5094333336545,0.910421248165568,8.65694389544212,6.12377945924751,NA,FALSE,TRUE,68.9199999999983,-7.76462240713776,8.45394361312015,NA
"16",0,16,0.232541534718341,4,22.4147888952687,0.678194229861256,12.3830453943139,11.2442223303683,NA,FALSE,TRUE,92.3359999999957,-7.76349690493359,8.45329894350227,NA
"17",0,17,0.906205250774152,14,41.6842526935328,0.735321006531594,4.29693343601404,7.54601291443508,NA,FALSE,TRUE,73.2389999999868,-7.7660413652384,8.45575022130786,NA
"18",0,18,0.387239820064189,6,0.685816274758858,0.636132569772084,10.0778908469678,6.62008381448686,NA,FALSE,TRUE,78.7679999999964,-7.76425511370097,8.45233367053493,NA
"19",0,19,0.589303012901487,10,4.13286718405568,0.801770511481177,5.60019883022715,2.57754808461938,NA,FALSE,TRUE,78.4300000000076,-7.76629859187818,8.44900671212798,NA
"20",0,20,0.952060800591985,19,32.1647988493518,0.536013757728595,1.96249259098505,0.778827341497303,NA,FALSE,TRUE,71.2119999999995,-7.77400879210844,8.45614763072791,NA
"21",0,21,0.868384404313894,3,6.53125035952633,0.605279975790405,3.251478965036,3.84057854270885,NA,FALSE,TRUE,74.5570000000007,-7.76401954079709,8.45511077919553,NA
"22",0,22,0.495741721976978,20,30.3646303726754,0.967198344531218,7.96626543545594,1.75566680545811,NA,FALSE,TRUE,76.3640000000014,-7.7649982268872,8.45283783783936,NA
"23",0,23,0.793055359086093,22,46.5929434540717,0.703445011942218,6.56626392585727,1.51413214683998,NA,FALSE,TRUE,71.2200000000012,-7.76582397665289,8.45212307518151,NA
"24",0,24,0.838578135294553,18,16.1942211172293,0.948162019486682,2.58977689153443,5.22826536567524,NA,FALSE,TRUE,74.0149999999994,-7.76674972325087,8.45526407147434,NA
"25",0,25,0.621068485645362,14,18.1652130281481,0.691858359455543,1.46700257605586,0.417655381741217,NA,FALSE,TRUE,77.1549999999988,-7.7733464707656,8.44608138396341,NA
"26",0,26,0.706836367903564,25,19.2910304100503,0.764063119765353,4.66449773292809,3.13640290432466,NA,FALSE,TRUE,74.0840000000026,-7.76834156294802,8.45269231323123,NA
"27",1,27,1,1,50,1,15,8.06297324747567,0.417123458685934,TRUE,TRUE,143.758999999991,-7.76277311532293,8.45544696808063,NA
"28",1,28,1,1,50,1,14.6944300449283,8.03420824969681,0.415241862377481,FALSE,TRUE,156.074000000008,-7.76277321423409,8.45544621028574,NA
"29",1,29,1,1,50,0.992473732371655,13.7344989173391,7.8224533727883,0.406709834081569,FALSE,TRUE,143.768000000011,-7.76278635331946,8.45558488898239,NA
"30",1,30,1,1,50,1,15,8.03519652470257,0.417116937664978,FALSE,TRUE,140.619000000006,-7.76277311038522,8.45544696173561,NA
