"","minsplit","cp","xval","CP","nsplit","rel error","xerror","xstd","is_lkh","Elapsed"
"2",1,1e-16,3,0.000316579952635161,1,0.898088011444912,0.898298975602875,0.00919210363669295,9.1389232232223,42.695348739624
"21",20,1e-16,3,0.000316579952635161,1,0.898088011444912,0.898342955197586,0.00919367970239374,9.1389232232223,42.695348739624
"22",50,1e-16,3,0.000316579952635161,1,0.898088011444912,0.898115612699146,0.00919007750330475,9.1389232232223,42.695348739624
"23",100,1e-16,3,0.000316579952635161,1,0.898088011444912,0.898144746407288,0.0091900153427077,9.1389232232223,42.695348739624
"24",1,1e-10,3,0.000316579952635161,1,0.898088011444912,0.898226876078173,0.00919240978284292,9.1389232232223,42.695348739624
"25",20,1e-10,3,0.000316579952635161,1,0.898088011444912,0.898167283843371,0.00919012876610626,9.1389232232223,42.695348739624
"26",50,1e-10,3,0.000316579952635161,1,0.898088011444912,0.898407436316032,0.00919373017176192,9.1389232232223,42.695348739624
"27",100,1e-10,3,0.000316579952635161,1,0.898088011444912,0.898229127987876,0.00919091412237078,9.1389232232223,42.695348739624
"28",1,1e-05,3,0.000316579952635161,1,0.898088011444912,0.898398985378773,0.00919310991885362,9.1389232232223,42.695348739624
"29",20,1e-05,3,0.000316579952635161,1,0.898088011444912,0.898188234978303,0.00919155912601364,9.1389232232223,42.695348739624
"210",50,1e-05,3,0.000316579952635161,1,0.898088011444912,0.898542505688804,0.00919147115406218,9.1389232232223,42.695348739624
"211",100,1e-05,3,0.000316579952635161,1,0.898088011444912,0.898487951284575,0.0091923585398981,9.1389232232223,42.695348739624
"212",1,0.01,3,0.01,1,0.898088011444912,0.898146009109409,0.00919051961737122,9.1389232232223,42.695348739624
"213",20,0.01,3,0.01,1,0.898088011444912,0.898389756797759,0.00919097771729527,9.1389232232223,42.695348739624
"214",50,0.01,3,0.01,1,0.898088011444912,0.898543718775667,0.00919144405038586,9.1389232232223,42.695348739624
"215",100,0.01,3,0.01,1,0.898088011444912,0.89813426893668,0.00919082290027592,9.1389232232223,42.695348739624
