"","Epoch","Iteration","number_of_neurons","number_of_layers","gpUtility","acqOptimum","inBounds","Elapsed","Score","train_loss","errorMessage"
"1",0,1,3,1,NA,FALSE,TRUE,175.371,0.00622442359625666,0.00274020330343774,NA
"2",0,2,4,2,NA,FALSE,TRUE,178.073,2.86582924672985e-05,2.84730945168121e-05,NA
"3",0,3,9,1,NA,FALSE,TRUE,111.646,0.000100234513411124,7.79211450208095e-05,NA
"4",1,4,2,1,0.714537808203673,TRUE,TRUE,174.682,0.00299108583403722,0.00313679617864864,NA
"5",1,5,1,1,0.549703234467642,FALSE,TRUE,168.543,0.0689963607973962,0.0413749198530731,NA
