"","Epoch","Iteration","number_of_neurons","number_of_layers","gpUtility","acqOptimum","inBounds","Elapsed","Score","train_loss","errorMessage"
"1",0,1,6,1,NA,FALSE,TRUE,184.071,3.19208392284054e-05,3.52089963598701e-05,NA
"2",0,2,2,2,NA,FALSE,TRUE,172.459999999999,0.000115693451435719,8.48533027237863e-05,NA
"3",0,3,8,1,NA,FALSE,TRUE,115.795,0.0246452596302333,0.0114162096131622,NA
"4",1,4,10,1,0.546744652830082,FALSE,TRUE,170.626,7.74914884459577e-05,6.82252326441812e-05,NA
"5",1,5,1,1,0.54673430988828,FALSE,TRUE,177.207999999999,0.0184140481974509,0.0164080375891047,NA
"6",2,6,8,2,0.604977998005029,TRUE,TRUE,179.901,4.67751062387833e-05,4.91705441163504e-05,NA
"7",2,7,10,2,-0.0924029715434361,FALSE,TRUE,173.038,7.21696249254617e-05,6.72231946737156e-05,NA
