"","minsplit","cp","xval","CP","nsplit","rel error","xerror","xstd","is_lkh","Elapsed"
"43",1,1e-16,3,2.13714791368668e-05,72,0.984521505957662,0.987595545805376,0.00459605452585788,10.7637476937428,1.22719073692958
"56",20,1e-16,3,1.61941497873536e-05,90,0.984235587437316,0.987351808614911,0.00459145980028213,10.763600458653,1.22719073692958
"52",50,1e-16,3,1.65845606735442e-05,79,0.985033553498433,0.986779653358196,0.00458167999956183,10.7626804074864,1.22719073692958
"29",100,1e-16,3,2.92564722365349e-05,50,0.985762652339992,0.987207528075866,0.00458471048133925,10.7625258423531,1.22719073692958
"53",1,1e-10,3,1.75487039387874e-05,94,0.984052400226583,0.987036518486355,0.00458886289066738,10.7637921671425,1.22719073692958
"39",20,1e-10,3,2.72096738796676e-05,68,0.98470429258478,0.987013879570685,0.00458630025456342,10.7634727359395,1.22719073692958
"75",50,1e-10,3,1.04870831429979e-05,120,0.984505354832924,0.986665320153178,0.00458057752433015,10.7626842215739,1.22719073692958
"79",100,1e-10,3,9.07830202147039e-06,128,0.984546389551689,0.987165381394838,0.00457885957343562,10.7626609450199,1.22719073692958
"36",1,1e-05,3,2.64521998785557e-05,64,0.984716489459115,0.987505639219922,0.00460164715591971,10.7636477576421,1.22719073692958
"37",20,1e-05,3,2.81576760273964e-05,66,0.984760092439164,0.986764826746589,0.00458870294240231,10.7634642277654,1.22719073692958
"531",50,1e-05,3,1.61941497873536e-05,81,0.985000384377086,0.987065255517916,0.00458347546617562,10.7626898346945,1.22719073692958
"59",100,1e-05,3,1.37111973950826e-05,90,0.98498848390417,0.986774609067697,0.00458115728790538,10.7626617956857,1.22719073692958
"1",1,0.01,3,0.00566411498518826,0,1,0,0,10.7605050588602,1.22719073692958
"11",20,0.01,3,0.00566411498518826,0,1,0,0,10.7605050588602,1.22719073692958
"12",50,0.01,3,0.00566411498518826,0,1,0,0,10.7605050588602,1.22719073692958
"13",100,0.01,3,0.00566411498518826,0,1,0,0,10.7605050588602,1.22719073692958
