"","minsplit","cp","xval","CP","nsplit","rel error","xerror","xstd","is_lkh","Elapsed"
"5",1,1e-16,3,0.000314788121873818,4,0.971157186333431,0.973776109786498,0.00872440242994214,9.0401515259176,1.25725946823756
"51",20,1e-16,3,0.000314788121873818,4,0.971157186333431,0.973419403405301,0.0087178589613267,9.0401515259176,1.25725946823756
"52",50,1e-16,3,0.000314788121873818,4,0.971157186333431,0.973391958443381,0.00872205394288047,9.0401515259176,1.25725946823756
"53",100,1e-16,3,0.000314788121873818,4,0.971157186333431,0.973126692040046,0.00871378654316686,9.0401515259176,1.25725946823756
"54",1,1e-10,3,0.000314788121873818,4,0.971157186333431,0.97288563977344,0.00871511224919061,9.0401515259176,1.25725946823756
"55",20,1e-10,3,0.000314788121873818,4,0.971157186333431,0.972860268448456,0.00871314833933301,9.0401515259176,1.25725946823756
"56",50,1e-10,3,0.000314788121873818,4,0.971157186333431,0.973244512094221,0.00872210725782291,9.0401515259176,1.25725946823756
"57",100,1e-10,3,0.000314788121873818,4,0.971157186333431,0.973405642049466,0.00872282117693979,9.0401515259176,1.25725946823756
"58",1,1e-05,3,0.000314788121873818,4,0.971157186333431,0.972777115676246,0.00872243295312793,9.0401515259176,1.25725946823756
"59",20,1e-05,3,0.000314788121873818,4,0.971157186333431,0.973337090832545,0.00872875767122322,9.0401515259176,1.25725946823756
"510",50,1e-05,3,0.000314788121873818,4,0.971157186333431,0.973244497534901,0.00871754361611262,9.0401515259176,1.25725946823756
"511",100,1e-05,3,0.000314788121873818,4,0.971157186333431,0.972672237291273,0.00871860054284731,9.0401515259176,1.25725946823756
"2",1,0.01,3,0.01,1,0.983659940919695,0.983710285483985,0.00881851242619435,9.08949644068356,1.25725946823756
"21",20,0.01,3,0.01,1,0.983659940919695,0.983921747821966,0.00882064352935726,9.08949644068356,1.25725946823756
"22",50,0.01,3,0.01,1,0.983659940919695,0.983738608832479,0.00881822709140126,9.08949644068356,1.25725946823756
"23",100,0.01,3,0.01,1,0.983659940919695,0.984129577164827,0.00882091550469803,9.08949644068356,1.25725946823756
