"","minsplit","cp","xval","CP","nsplit","rel error","xerror","xstd","is_lkh","Elapsed"
"22",1,1e-16,3,0.000418541587885752,32,0.805433226875698,0.815223685278276,0.00774242731501878,9.40007836133543,35.3895468711853
"221",20,1e-16,3,0.000418541587885752,32,0.805433226875698,0.814744690089032,0.00772892396601633,9.40007836133543,35.3895468711853
"23",50,1e-16,3,0.000270452918826954,33,0.805014685287812,0.813378304237105,0.00768244260810376,9.4183774516342,35.3895468711853
"222",100,1e-16,3,0.000270452918826954,32,0.805433226875698,0.815043686890078,0.00774860669965114,9.40007836133543,35.3895468711853
"223",1,1e-10,3,0.000418541587885752,32,0.805433226875698,0.8130956582935,0.0077260965864508,9.40007836133543,35.3895468711853
"224",20,1e-10,3,0.000418541587885752,32,0.805433226875698,0.812424873381918,0.00770581245287184,9.40007836133543,35.3895468711853
"225",50,1e-10,3,0.000418541587885752,32,0.805433226875698,0.814502046998436,0.00776328805294945,9.40007836133543,35.3895468711853
"226",100,1e-10,3,0.000270452918826954,32,0.805433226875698,0.812828632389448,0.0077144080730489,9.40007836133543,35.3895468711853
"227",1,1e-05,3,0.000418541587885752,32,0.805433226875698,0.815020230435304,0.00773196372404913,9.40007836133543,35.3895468711853
"228",20,1e-05,3,0.000418541587885752,32,0.805433226875698,0.816636567141682,0.00779207589418199,9.40007836133543,35.3895468711853
"229",50,1e-05,3,0.000418541587885752,32,0.805433226875698,0.813189515375799,0.00772254828148542,9.40007836133543,35.3895468711853
"2210",100,1e-05,3,0.000270452918826954,32,0.805433226875698,0.813203339278479,0.00769228617800144,9.40007836133543,35.3895468711853
"2",1,0.01,3,0.01,1,0.907833041254522,0.90803497120645,0.00835869679021515,9.21574888379685,35.3895468711853
"21",20,0.01,3,0.01,1,0.907833041254522,0.907863297847094,0.00835535625522251,9.21574888379685,35.3895468711853
"24",50,0.01,3,0.01,1,0.907833041254522,0.908241479873846,0.00835839176542457,9.21574888379685,35.3895468711853
"25",100,0.01,3,0.01,1,0.907833041254522,0.908079047986214,0.00835866594549077,9.21574888379685,35.3895468711853
