"","minsplit","cp","xval","CP","nsplit","rel error","xerror","xstd","is_lkh","Elapsed"
"2",1,1e-16,3,0.000360882223650822,1,0.895827436732699,0.896056641782132,0.00927453741978178,9.14182144721112,43.4098696708679
"21",20,1e-16,3,0.000360882223650822,1,0.895827436732699,0.895867132431499,0.00927207080892368,9.14182144721112,43.4098696708679
"22",50,1e-16,3,0.000360882223650822,1,0.895827436732699,0.895875902900203,0.0092730585120714,9.14182144721112,43.4098696708679
"23",100,1e-16,3,0.000360882223650822,1,0.895827436732699,0.895838697533861,0.00927212788117496,9.14182144721112,43.4098696708679
"24",1,1e-10,3,0.000360882223650822,1,0.895827436732699,0.896105432537238,0.00927460135657,9.14182144721112,43.4098696708679
"25",20,1e-10,3,0.000360882223650822,1,0.895827436732699,0.895916570434524,0.00927261398457667,9.14182144721112,43.4098696708679
"26",50,1e-10,3,0.000360882223650822,1,0.895827436732699,0.895950993784222,0.00927339478444282,9.14182144721112,43.4098696708679
"27",100,1e-10,3,0.000360882223650822,1,0.895827436732699,0.895875683140482,0.00927231282336837,9.14182144721112,43.4098696708679
"28",1,1e-05,3,0.000360882223650822,1,0.895827436732699,0.89591842903502,0.00927300133220532,9.14182144721112,43.4098696708679
"29",20,1e-05,3,0.000360882223650822,1,0.895827436732699,0.896360777945416,0.00927559590846125,9.14182144721112,43.4098696708679
"210",50,1e-05,3,0.000360882223650822,1,0.895827436732699,0.895981030820681,0.0092743472706881,9.14182144721112,43.4098696708679
"211",100,1e-05,3,0.000360882223650822,1,0.895827436732699,0.896008132508955,0.00927456535135783,9.14182144721112,43.4098696708679
"212",1,0.01,3,0.01,1,0.895827436732699,0.896057155180285,0.0092760602119777,9.14182144721112,43.4098696708679
"213",20,0.01,3,0.01,1,0.895827436732699,0.895879440657874,0.00927240452175137,9.14182144721112,43.4098696708679
"214",50,0.01,3,0.01,1,0.895827436732699,0.895991010340449,0.00927507325922915,9.14182144721112,43.4098696708679
"215",100,0.01,3,0.01,1,0.895827436732699,0.895879040231124,0.00927231148545406,9.14182144721112,43.4098696708679
