"","minsplit","cp","xval","CP","nsplit","rel error","xerror","xstd","is_lkh","Elapsed"
"2",1,1e-16,3,0.000419167306080512,1,0.899025274949287,0.899494388316587,0.00918381430185795,9.13378701996068,52.0933969020844
"21",20,1e-16,3,0.000419167306080512,1,0.899025274949287,0.899576652238785,0.00918094306095011,9.13378701996068,52.0933969020844
"22",50,1e-16,3,0.000419167306080512,1,0.899025274949287,0.899170987059516,0.00917813156784643,9.13378701996068,52.0933969020844
"23",100,1e-16,3,0.000419167306080512,1,0.899025274949287,0.89920033726052,0.0091796702189813,9.13378701996068,52.0933969020844
"24",1,1e-10,3,0.000419167306080512,1,0.899025274949287,0.899168100219372,0.00917734987307922,9.13378701996068,52.0933969020844
"25",20,1e-10,3,0.000419167306080512,1,0.899025274949287,0.899110944567982,0.00917786010252568,9.13378701996068,52.0933969020844
"26",50,1e-10,3,0.000419167306080512,1,0.899025274949287,0.899094797262156,0.00917783906049903,9.13378701996068,52.0933969020844
"27",100,1e-10,3,0.000419167306080512,1,0.899025274949287,0.899207167026973,0.00917913631989348,9.13378701996068,52.0933969020844
"28",1,1e-05,3,0.000419167306080512,1,0.899025274949287,0.899124925822,0.00917832686557142,9.13378701996068,52.0933969020844
"29",20,1e-05,3,0.000419167306080512,1,0.899025274949287,0.899167258482433,0.00917849348778475,9.13378701996068,52.0933969020844
"210",50,1e-05,3,0.000419167306080512,1,0.899025274949287,0.899055026828196,0.00917775525763689,9.13378701996068,52.0933969020844
"211",100,1e-05,3,0.000419167306080512,1,0.899025274949287,0.899466121171421,0.00918066285863549,9.13378701996068,52.0933969020844
"212",1,0.01,3,0.01,1,0.899025274949287,0.899405331190325,0.00917987855350055,9.13378701996068,52.0933969020844
"213",20,0.01,3,0.01,1,0.899025274949287,0.899060713760553,0.00917734485638935,9.13378701996068,52.0933969020844
"214",50,0.01,3,0.01,1,0.899025274949287,0.899258403407999,0.00917898190343642,9.13378701996068,52.0933969020844
"215",100,0.01,3,0.01,1,0.899025274949287,0.899128692446947,0.00917783857217079,9.13378701996068,52.0933969020844
