"","num_layers","optim","activation","lr","xi","eps","tie","batch_size","early_stopping","patience","node_1","node_2","node_3","node_4","node_5","node_6","node_7","node_8","node_9","node_10","train.lkh","test.lkh","time"
"131",6,"Adam","SELU",0.01,0.2,0,"Efron",100,"TRUE",30,5,5,5,5,5,5,NA,NA,NA,NA,3.47472912866254,3.58474879264832,118.978903917472
"132",10,"Adam","SELU",0.01,0.2,0,"Efron",100,"TRUE",30,5,5,5,5,5,5,5,5,5,5,3.4747342774128,3.58259553909302,149.095123163859
"133",2,"Adam","SELU",0.01,0.2,0,"Efron",100,"TRUE",30,10,10,NA,NA,NA,NA,NA,NA,NA,NA,3.47459124937581,3.58659915924072,94.5402005275091
"134",6,"Adam","SELU",0.01,0.2,0,"Efron",100,"TRUE",30,10,10,10,10,10,10,NA,NA,NA,NA,3.47455518506581,3.58499293327332,170.82902919054
"135",10,"Adam","SELU",0.01,0.2,0,"Efron",100,"TRUE",30,10,10,10,10,10,10,10,10,10,10,3.47497294945289,3.58354802131653,148.866420455774
"136",2,"SGD","SELU",0.01,0.2,0,"Efron",100,"TRUE",30,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3.47411202379515,3.58471708297729,210.451203596592
"137",6,"SGD","SELU",0.01,0.2,0,"Efron",100,"TRUE",30,2,2,2,2,2,2,NA,NA,NA,NA,3.47413601731309,3.5849449634552,119.31250676314
"138",10,"SGD","SELU",0.01,0.2,0,"Efron",100,"TRUE",30,2,2,2,2,2,2,2,2,2,2,3.47416133888801,3.58522229194641,205.129113392035
"139",2,"SGD","SELU",0.01,0.2,0,"Efron",100,"TRUE",30,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3.47427489657291,3.58525471687317,112.833719038963
"140",6,"SGD","SELU",0.01,0.2,0,"Efron",100,"TRUE",30,5,5,5,5,5,5,NA,NA,NA,NA,3.47399678036502,3.58590049743652,284.363881468773
"141",10,"SGD","SELU",0.01,0.2,0,"Efron",100,"TRUE",30,5,5,5,5,5,5,5,5,5,5,3.47401061769167,3.58627729415894,235.522394756476
"142",2,"SGD","SELU",0.01,0.2,0,"Efron",100,"TRUE",30,10,10,NA,NA,NA,NA,NA,NA,NA,NA,3.47433657945981,3.58437447547913,74.6813831011454
"143",6,"SGD","SELU",0.01,0.2,0,"Efron",100,"TRUE",30,10,10,10,10,10,10,NA,NA,NA,NA,3.47382748070217,3.58607487678528,320.631329687436
"144",10,"SGD","SELU",0.01,0.2,0,"Efron",100,"TRUE",30,10,10,10,10,10,10,10,10,10,10,3.47388462568878,3.58615465164185,334.104415194194
"145",2,"Adam","LeakyReLU",0.05,0.2,0,"Efron",100,"TRUE",30,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3.47503634870126,3.58572344779968,108.340225752195
"146",6,"Adam","LeakyReLU",0.05,0.2,0,"Efron",100,"TRUE",30,2,2,2,2,2,2,NA,NA,NA,NA,3.47504124246604,3.58282871246338,136.552638161182
"147",10,"Adam","LeakyReLU",0.05,0.2,0,"Efron",100,"TRUE",30,2,2,2,2,2,2,2,2,2,2,3.47539624605686,3.58457851409912,107.266239655018
"148",2,"Adam","LeakyReLU",0.05,0.2,0,"Efron",100,"TRUE",30,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3.4750487156646,3.58549919128418,57.688899687926
"149",6,"Adam","LeakyReLU",0.05,0.2,0,"Efron",100,"TRUE",30,5,5,5,5,5,5,NA,NA,NA,NA,3.47517045862997,3.58373017311096,62.501053694884
"150",10,"Adam","LeakyReLU",0.05,0.2,0,"Efron",100,"TRUE",30,5,5,5,5,5,5,5,5,5,5,NA,NA,64.5826081434886
"151",2,"Adam","LeakyReLU",0.05,0.2,0,"Efron",100,"TRUE",30,10,10,NA,NA,NA,NA,NA,NA,NA,NA,3.47475176700182,3.58658075332642,70.7052341461182
"152",6,"Adam","LeakyReLU",0.05,0.2,0,"Efron",100,"TRUE",30,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,60.2091974059741
"153",10,"Adam","LeakyReLU",0.05,0.2,0,"Efron",100,"TRUE",30,10,10,10,10,10,10,10,10,10,10,NA,NA,59.7540891091029
"154",2,"SGD","LeakyReLU",0.05,0.2,0,"Efron",100,"TRUE",30,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3.47420168462723,3.5833062171936,53.0035292943319
"155",6,"SGD","LeakyReLU",0.05,0.2,0,"Efron",100,"TRUE",30,2,2,2,2,2,2,NA,NA,NA,NA,3.51552718035691,3.61117558479309,47.3667075117429
"156",10,"SGD","LeakyReLU",0.05,0.2,0,"Efron",100,"TRUE",30,2,2,2,2,2,2,2,2,2,2,3.51553273993033,3.61117563247681,39.8480729023616
