"","minsplit","cp","xval","CP","nsplit","rel error","xerror","xstd","is_lkh","Elapsed"
"24",1,1e-16,3,0.000294755838837205,32,0.798242860278227,0.805636815018739,0.0077082337919395,9.45762604030373,40.2537398338318
"241",20,1e-16,3,0.000294755838837205,32,0.798242860278227,0.806225611308091,0.00772326976119288,9.45762604030373,40.2537398338318
"242",50,1e-16,3,0.000294755838837205,32,0.798242860278227,0.804147753129498,0.00770217453566373,9.45762604030373,40.2537398338318
"23",100,1e-16,3,0.000756261366749247,31,0.798999121644976,0.806958418047856,0.00775225077902413,9.4538684308112,40.2537398338318
"243",1,1e-10,3,0.000294755838837205,32,0.798242860278227,0.80580269308313,0.00774778906226881,9.45762604030373,40.2537398338318
"244",20,1e-10,3,0.000294755838837205,32,0.798242860278227,0.804763775994368,0.00773477953603984,9.45762604030373,40.2537398338318
"245",50,1e-10,3,0.000294755838837205,32,0.798242860278227,0.805895859360053,0.00771208955400304,9.45762604030373,40.2537398338318
"246",100,1e-10,3,0.000294755838837205,32,0.798242860278227,0.80509975825983,0.00771416153533481,9.45762604030373,40.2537398338318
"247",1,1e-05,3,0.000294755838837205,32,0.798242860278227,0.80710981756694,0.00771481980403099,9.45762604030373,40.2537398338318
"248",20,1e-05,3,0.000294755838837205,32,0.798242860278227,0.805105673302397,0.0077441592199589,9.45762604030373,40.2537398338318
"249",50,1e-05,3,0.000294755838837205,32,0.798242860278227,0.805119594752504,0.00771095960948879,9.45762604030373,40.2537398338318
"2410",100,1e-05,3,0.000294755838837205,32,0.798242860278227,0.804551441970483,0.00770600947132426,9.45762604030373,40.2537398338318
"2",1,0.01,3,0.01,1,0.905562584554982,0.905579030826436,0.00845149812831648,9.22518797018853,40.2537398338318
"21",20,0.01,3,0.01,1,0.905562584554982,0.905686490010422,0.00845311265047168,9.22518797018853,40.2537398338318
"22",50,0.01,3,0.01,1,0.905562584554982,0.905807769841188,0.0084519608079075,9.22518797018853,40.2537398338318
"25",100,0.01,3,0.01,1,0.905562584554982,0.905587148040718,0.00845196267750561,9.22518797018853,40.2537398338318
