"","minsplit","cp","xval","CP","nsplit","rel error","xerror","xstd","is_lkh","Elapsed"
"35",1,1e-16,3,3.67593773166959e-05,62,0.979581207543903,0.981669488726885,0.00456236876111216,10.7029033361309,1.20451946655909
"36",20,1e-16,3,3.28055992184621e-05,64,0.97944325087814,0.982357622661433,0.00457225511359208,10.7028968205736,1.20451946655909
"58",50,1e-16,3,1.6479665255754e-05,96,0.97917996111437,0.981242503125078,0.00455384358402772,10.7023830883809,1.20451946655909
"48",100,1e-16,3,2.10739868748885e-05,75,0.979605835032711,0.981452550680732,0.0045558494971295,10.7023177589154,1.20451946655909
"351",1,1e-10,3,3.67593773166959e-05,62,0.979581207543903,0.981856236671485,0.00456539127296612,10.7029033361309,1.20451946655909
"49",20,1e-10,3,2.19496772312325e-05,82,0.978935763684244,0.981274465613679,0.00456390179766277,10.7029910354145,1.20451946655909
"80",50,1e-10,3,1.12530394959151e-05,132,0.978677932375287,0.981154532889695,0.00455128034771715,10.7024093692433,1.20451946655909
"54",100,1e-10,3,1.62817395534354e-05,88,0.979353257900774,0.981323195591164,0.00455351744389194,10.7023486785376,1.20451946655909
"45",1,1e-05,3,2.96822594577908e-05,79,0.979014664926175,0.982259586080318,0.00457156402175256,10.7029808650691,1.20451946655909
"481",20,1e-05,3,2.34721042089268e-05,81,0.978959235788453,0.980913944158133,0.00455769252095261,10.7029888678206,1.20451946655909
"38",50,1e-05,3,2.88297584988549e-05,62,0.979927299116552,0.98134318423149,0.00455721878607918,10.702379071238,1.20451946655909
"43",100,1e-05,3,2.39021911294593e-05,70,0.979718437265881,0.9813560203294,0.0045556876961057,10.7024281106961,1.20451946655909
"1",1,0.01,3,0.00554315314258963,0,1,0,0,10.698525888568,1.20451946655909
"11",20,0.01,3,0.00554315314258963,0,1,0,0,10.698525888568,1.20451946655909
"12",50,0.01,3,0.00554315314258963,0,1,0,0,10.698525888568,1.20451946655909
"13",100,0.01,3,0.00554315314258963,0,1,0,0,10.698525888568,1.20451946655909
