"","Epoch","Iteration","cp","gpUtility","acqOptimum","inBounds","Elapsed","Score","train.lkh","errorMessage"
"1",0,1,3.21360160083114e-07,NA,FALSE,TRUE,3.939,-0.987512691978611,0.984785303799603,NA
"2",0,2,3.67030169219066e-06,NA,FALSE,TRUE,2.875,-0.987512691978611,0.984785303799603,NA
"3",0,3,5.7155721759972e-06,NA,FALSE,TRUE,4.01,-0.987512691978611,0.984785303799603,NA
"4",0,4,7.27478111340941e-06,NA,FALSE,TRUE,2.769,-0.987512691978611,0.984785303799603,NA
"5",0,5,8.01305349561792e-06,NA,FALSE,TRUE,2.766,-0.987512691978611,0.984785303799603,NA
"6",0,6,1.06385776531524e-05,NA,FALSE,TRUE,2.803,-0.987512691978611,0.984785303799603,NA
"7",0,7,1.57388387353881e-05,NA,FALSE,TRUE,2.536,-0.987512691978611,0.984785303799603,NA
"8",0,8,1.22467453622441e-05,NA,FALSE,TRUE,2.463,-0.987512691978611,0.984785303799603,NA
"9",0,9,1.74948033566236e-05,NA,FALSE,TRUE,2.39,-0.987573218551157,0.984853315952832,NA
"10",0,10,1.92884872177951e-05,NA,FALSE,TRUE,2.471,-0.987599007619417,0.985891328946803,NA
"11",0,11,2.08066923876005e-05,NA,FALSE,TRUE,2.313,-0.987599007619417,0.985891328946803,NA
"12",0,12,2.23788789024354e-05,NA,FALSE,TRUE,2.919,-0.987320066981913,0.98497705084967,NA
"13",0,13,2.44775851307103e-05,NA,FALSE,TRUE,2.283,-0.987599007619417,0.985891328946803,NA
"14",0,14,2.65322466263396e-05,NA,FALSE,TRUE,2.545,-0.987599007619417,0.985891328946803,NA
"15",0,15,2.99105295939221e-05,NA,FALSE,TRUE,2.302,-0.987522862749307,0.985473913235037,NA
"16",0,16,3.13303284601841e-05,NA,FALSE,TRUE,2.614,-0.987533434736178,0.985603899860244,NA
"17",0,17,3.2027913164835e-05,NA,FALSE,TRUE,2.071,-0.987533434736178,0.985603899860244,NA
"18",0,18,3.57828613120798e-05,NA,FALSE,TRUE,2.17,-0.987599007619417,0.985891328946803,NA
"19",0,19,3.71610896335074e-05,NA,FALSE,TRUE,2.159,-0.987599007619417,0.985891328946803,NA
"20",0,20,3.96977602949771e-05,NA,FALSE,TRUE,2.238,-0.987599007619417,0.985891328946803,NA
"21",0,21,4.06378138451785e-05,NA,FALSE,TRUE,2.228,-0.987599007619417,0.985891328946803,NA
