"","Epoch","Iteration","cp","gpUtility","acqOptimum","inBounds","Elapsed","Score","train.lkh","errorMessage"
"1",0,1,9.95149271897801e-05,NA,FALSE,TRUE,2.282,-0.982294170631215,0.980900243676764,NA
"2",0,2,9.70196120506078e-05,NA,FALSE,TRUE,1.816,-0.982294170631215,0.980900243676764,NA
"3",0,3,9.59651004651907e-05,NA,FALSE,TRUE,1.789,-0.982294170631215,0.980900243676764,NA
"4",0,4,9.2586004725624e-05,NA,FALSE,TRUE,1.756,-0.982294170631215,0.980900243676764,NA
"5",0,5,9.07903638586439e-05,NA,FALSE,TRUE,2.247,-0.982294170631215,0.980900243676764,NA
"6",0,6,8.93005714373554e-05,NA,FALSE,TRUE,1.696,-0.982294170631215,0.980900243676764,NA
"7",0,7,8.60008536849098e-05,NA,FALSE,TRUE,1.15100000000001,-0.981414276345135,0.979403603476086,NA
"8",0,8,8.58358927517798e-05,NA,FALSE,TRUE,1.78699999999999,-0.982294170631215,0.980900243676764,NA
"9",0,9,8.26823258120289e-05,NA,FALSE,TRUE,1.66200000000001,-0.982294170631215,0.980900243676764,NA
"10",0,10,8.10555408374551e-05,NA,FALSE,TRUE,1.997,-0.982231259189562,0.97932171332346,NA
"11",0,11,7.85551123922039e-05,NA,FALSE,TRUE,1.01900000000001,-0.981302347153429,0.979164214619854,NA
"12",0,12,7.64314288717101e-05,NA,FALSE,TRUE,1.07900000000001,-0.981302347153429,0.979164214619854,NA
"13",0,13,7.52807568400229e-05,NA,FALSE,TRUE,1.90300000000001,-0.982160451622903,0.979164214619854,NA
"14",0,14,7.35521093596734e-05,NA,FALSE,TRUE,1.70399999999999,-0.982160451622903,0.979164214619854,NA
"15",0,15,7.13937143736749e-05,NA,FALSE,TRUE,1.654,-0.982173569679878,0.979164214619854,NA
"16",0,16,6.85160575095927e-05,NA,FALSE,TRUE,1.16300000000001,-0.981536053288771,0.979164214619854,NA
"17",0,17,6.73889370324313e-05,NA,FALSE,TRUE,3.19399999999999,-0.982142183523892,0.979164214619854,NA
"18",0,18,6.48457387222731e-05,NA,FALSE,TRUE,1.72,-0.982122786383025,0.979164214619854,NA
"19",0,19,6.24070190285297e-05,NA,FALSE,TRUE,1.842,-0.981840433592923,0.979099388505864,NA
"20",0,20,6.04304026482302e-05,NA,FALSE,TRUE,1.80500000000001,-0.981765677378159,0.978844913885232,NA
"21",0,21,5.92062170172946e-05,NA,FALSE,TRUE,1.852,-0.981765677378159,0.978844913885232,NA
"22",0,22,5.7133663712427e-05,NA,FALSE,TRUE,1.958,-0.981765677378159,0.978844913885232,NA
"23",0,23,5.56333409032212e-05,NA,FALSE,TRUE,1.893,-0.981765677378159,0.978844913885232,NA
"24",0,24,5.23571493069918e-05,NA,FALSE,TRUE,1.82599999999999,-0.981707635364163,0.978733755433055,NA
"25",0,25,5.0472901951041e-05,NA,FALSE,TRUE,2.504,-0.98128711176234,0.978788609968419,NA
"26",0,26,4.88331601901475e-05,NA,FALSE,TRUE,1.07599999999999,-0.98094198143667,0.978733755433055,NA
"27",0,27,4.63005026571716e-05,NA,FALSE,TRUE,2.41600000000001,-0.981565002487636,0.978685470016577,NA
"28",0,28,4.57555916260224e-05,NA,FALSE,TRUE,2.05200000000001,-0.981565002487636,0.978685470016577,NA
"29",0,29,4.28720648090052e-05,NA,FALSE,TRUE,3.44199999999999,-0.981499577651059,0.978595079737822,NA
"30",0,30,4.16560679832143e-05,NA,FALSE,TRUE,1.535,-0.981484464653756,0.978337170192165,NA
"31",0,31,3.90054694575575e-05,NA,FALSE,TRUE,1.718,-0.981371162928049,0.978215453487791,NA
"32",0,32,3.72793638961732e-05,NA,FALSE,TRUE,1.783,-0.98132623573583,0.977826541658147,NA
"33",0,33,3.41975704103459e-05,NA,FALSE,TRUE,2.967,-0.981328968715924,0.977902387436884,NA
"34",0,34,1.64531232880265e-06,NA,FALSE,TRUE,2.593,-0.981239987435731,0.977826541658147,NA
"35",0,35,2.68762407836424e-06,NA,FALSE,TRUE,2.557,-0.981239987435731,0.977826541658147,NA
"36",0,36,5.34366139896249e-06,NA,FALSE,TRUE,2.31700000000001,-0.981239987435731,0.977826541658147,NA
"37",0,37,6.93897529937001e-06,NA,FALSE,TRUE,2.182,-0.981239987435731,0.977826541658147,NA
"38",0,38,3.34427171522095e-05,NA,FALSE,TRUE,0.957000000000008,-0.980611015543309,0.977826541658147,NA
"39",0,39,3.07791580446657e-05,NA,FALSE,TRUE,1.84100000000001,-0.981239987435731,0.977826541658147,NA
"40",0,40,9.64011833634596e-06,NA,FALSE,TRUE,2.125,-0.981239987435731,0.977826541658147,NA
"41",0,41,2.93297686524869e-05,NA,FALSE,TRUE,1.813,-0.981239987435731,0.977826541658147,NA
"42",0,42,1.03630541707407e-05,NA,FALSE,TRUE,2.42,-0.980907601217007,0.977062227327843,NA
"43",0,43,1.38618412233762e-05,NA,FALSE,TRUE,1.861,-0.981239987435731,0.977826541658147,NA
"44",0,44,2.77938963783786e-05,NA,FALSE,TRUE,2.51599999999999,-0.981239987435731,0.977826541658147,NA
"45",0,45,2.42996350281015e-05,NA,FALSE,TRUE,2.211,-0.981239987435731,0.977826541658147,NA
"46",0,46,1.40886672200974e-05,NA,FALSE,TRUE,2.044,-0.981239987435731,0.977826541658147,NA
"47",0,47,1.76495714321138e-05,NA,FALSE,TRUE,1.89500000000001,-0.981239987435731,0.977826541658147,NA
"48",0,48,1.80819132263354e-05,NA,FALSE,TRUE,2.07600000000001,-0.981239987435731,0.977826541658147,NA
"49",0,49,2.34023327780085e-05,NA,FALSE,TRUE,0.980000000000004,-0.980424312206491,0.977452878919037,NA
"50",0,50,2.13362403503938e-05,NA,FALSE,TRUE,3.32899999999999,-0.981239987435731,0.977826541658147,NA
