"","minsplit","cp","xval","CP","nsplit","rel error","xerror","xstd","is_lkh","Elapsed"
"2",1,1e-16,3,0.000452992742923185,1,0.885640985474351,0.885901229940652,0.00833220610502898,9.25153560344356,2.09787875811259
"21",20,1e-16,3,0.000452992742923185,1,0.885640985474351,0.885874570299207,0.00832982231985836,9.25153560344356,2.09787875811259
"22",50,1e-16,3,0.000452992742923185,1,0.885640985474351,0.885903897028944,0.00833141880979259,9.25153560344356,2.09787875811259
"23",100,1e-16,3,0.000452992742923185,1,0.885640985474351,0.885943614052119,0.00833332311331778,9.25153560344356,2.09787875811259
"24",1,1e-10,3,0.000452992742923185,1,0.885640985474351,0.88569662943723,0.00832967818073238,9.25153560344356,2.09787875811259
"25",20,1e-10,3,0.000452992742923185,1,0.885640985474351,0.885739731447333,0.00833002840824215,9.25153560344356,2.09787875811259
"26",50,1e-10,3,0.000452992742923185,1,0.885640985474351,0.885657538684435,0.00832990398756563,9.25153560344356,2.09787875811259
"3",100,1e-10,3,0.000300686166393359,2,0.885187992731428,0.885693226010838,0.00832912408726043,9.27092939820518,2.09787875811259
"27",1,1e-05,3,0.000452992742923185,1,0.885640985474351,0.885728201155888,0.00833121451239095,9.25153560344356,2.09787875811259
"28",20,1e-05,3,0.000452992742923185,1,0.885640985474351,0.885868900524761,0.00833170712484415,9.25153560344356,2.09787875811259
"29",50,1e-05,3,0.000452992742923185,1,0.885640985474351,0.885852530756415,0.0083305791530652,9.25153560344356,2.09787875811259
"210",100,1e-05,3,0.000452992742923185,1,0.885640985474351,0.885755296548644,0.00832986387709361,9.25153560344356,2.09787875811259
"211",1,0.01,3,0.01,1,0.885640985474351,0.886000335151455,0.00833337225803985,9.25153560344356,2.09787875811259
"212",20,0.01,3,0.01,1,0.885640985474351,0.885708947964944,0.00833036186717022,9.25153560344356,2.09787875811259
"213",50,0.01,3,0.01,1,0.885640985474351,0.885694790499461,0.00832983184208703,9.25153560344356,2.09787875811259
"214",100,0.01,3,0.01,1,0.885640985474351,0.885697559379126,0.00832937489619125,9.25153560344356,2.09787875811259
