"","Epoch","Iteration","number_of_neurons","number_of_layers","gpUtility","acqOptimum","inBounds","Elapsed","Score","train_loss","errorMessage"
"1",0,1,5,1,NA,FALSE,TRUE,171.507,0.00865987031971195,0.00670896451156295,NA
"2",0,2,3,1,NA,FALSE,TRUE,185.051,0.000151405460110254,0.000139826564645773,NA
"3",0,3,8,2,NA,FALSE,TRUE,115.682,4.9494319682708e-05,5.79495366764604e-05,NA
"4",1,4,5,2,0.612775763549621,TRUE,TRUE,180.531,4.19729691202519e-05,4.40498013631441e-05,NA
"5",1,5,1,2,0.544494470668551,FALSE,TRUE,177.122,0.0138920704933625,0.0158286570095584,NA
"6",2,6,10,1,0.391621495285307,FALSE,TRUE,172.111,5.87342328799423e-05,5.57871298951795e-05,NA
"7",2,7,1,1,0.391621495285307,FALSE,TRUE,172.198,0.0380209036663189,0.0402255860252239,NA
