"","Epoch","Iteration","number_of_neurons","number_of_layers","gpUtility","acqOptimum","inBounds","Elapsed","Score","train_loss","errorMessage"
"1",0,1,2,2,NA,FALSE,TRUE,178.355,0.00147374033731467,0.00156264172242118,NA
"2",0,2,7,1,NA,FALSE,TRUE,169.139,6.02316464816492e-05,6.11642973126436e-05,NA
"3",0,3,8,1,NA,FALSE,TRUE,114.043000000001,0.00130014077803935,0.000730033978834399,NA
"4",1,4,5,2,0.772791938065172,TRUE,TRUE,178.572,3.07321328364196e-05,2.99832102427899e-05,NA
"5",1,5,5,1,0.772791938065172,TRUE,TRUE,181.523,5.69995617297536e-05,5.72218684283143e-05,NA
"6",2,6,10,2,0.549802851081096,TRUE,TRUE,179.428,0.00740658669666219,5.51513123355107e-05,NA
"7",2,7,4,2,0.549802851081096,TRUE,TRUE,183.081,1.67562354818074e-05,1.62496261509659e-05,NA
"8",3,8,10,1,0.0155983361074559,FALSE,TRUE,176.234,0.000217579394484346,0.000114922374632442,NA
"9",3,9,1,2,-0.465679389763936,FALSE,TRUE,177.976000000001,0.0140508360623556,0.0135436042261745,NA
