"","minsplit","cp","xval","CP","nsplit","rel error","xerror","xstd","is_lkh","Elapsed"
"2",1,1e-16,3,0.000420613494356049,1,0.90664237008167,0.90683942821552,0.00856926409627335,9.11813501617198,26.8006994724274
"21",20,1e-16,3,0.000420613494356049,1,0.90664237008167,0.906927291573895,0.0085680580640984,9.11813501617198,26.8006994724274
"22",50,1e-16,3,0.000420613494356049,1,0.90664237008167,0.906832952253861,0.00856802849016432,9.11813501617198,26.8006994724274
"23",100,1e-16,3,0.000420613494356049,1,0.90664237008167,0.906782082519083,0.00856775045644205,9.11813501617198,26.8006994724274
"24",1,1e-10,3,0.000420613494356049,1,0.90664237008167,0.906734584050552,0.00856629491935779,9.11813501617198,26.8006994724274
"25",20,1e-10,3,0.000420613494356049,1,0.90664237008167,0.906688745444242,0.00856650332819832,9.11813501617198,26.8006994724274
"26",50,1e-10,3,0.000420613494356049,1,0.90664237008167,0.906807255564312,0.00856669405660111,9.11813501617198,26.8006994724274
"27",100,1e-10,3,0.000420613494356049,1,0.90664237008167,0.906718991597147,0.00856702641747181,9.11813501617198,26.8006994724274
"28",1,1e-05,3,0.000420613494356049,1,0.90664237008167,0.906827687664346,0.00856854319708365,9.11813501617198,26.8006994724274
"29",20,1e-05,3,0.000420613494356049,1,0.90664237008167,0.906708811893065,0.00856704059884488,9.11813501617198,26.8006994724274
"210",50,1e-05,3,0.000420613494356049,1,0.90664237008167,0.906857059332644,0.00856793293833628,9.11813501617198,26.8006994724274
"211",100,1e-05,3,0.000420613494356049,1,0.90664237008167,0.906854072639492,0.00856861233225036,9.11813501617198,26.8006994724274
"212",1,0.01,3,0.01,1,0.90664237008167,0.906669605483613,0.00856681687840799,9.11813501617198,26.8006994724274
"213",20,0.01,3,0.01,1,0.90664237008167,0.906870465428194,0.00856783483045038,9.11813501617198,26.8006994724274
"214",50,0.01,3,0.01,1,0.90664237008167,0.906829223507777,0.00856931067760164,9.11813501617198,26.8006994724274
"215",100,0.01,3,0.01,1,0.90664237008167,0.906905617555653,0.00856853187320452,9.11813501617198,26.8006994724274
