"","Epoch","Iteration","number_of_neurons","number_of_layers","gpUtility","acqOptimum","inBounds","Elapsed","Score","train_loss","errorMessage"
"1",0,1,5,2,NA,FALSE,TRUE,179.651,2.84536284501276e-05,2.78022105703712e-05,NA
"2",0,2,8,1,NA,FALSE,TRUE,172.857,6.16251760826951e-05,5.66975235415157e-05,NA
"3",0,3,4,1,NA,FALSE,TRUE,112.914999999999,6.04507927164377e-05,5.48213427464361e-05,NA
"4",1,4,7,1,0.682492052823523,TRUE,TRUE,183.434000000001,0.000576060074672569,0.000570040223465185,NA
"5",1,5,10,1,0.208289115759736,FALSE,TRUE,184.216,8.21716839709552e-05,7.37913065677276e-05,NA
"6",2,6,7,2,0.479678000676431,TRUE,TRUE,181.832,4.32523564086296e-05,5.31188248714898e-05,NA
"7",2,7,10,2,-0.121069353231088,FALSE,TRUE,177.356,0.00554948127521331,0.000249957638880005,NA
"8",3,8,1,2,0.167430225708353,FALSE,TRUE,172.503999999999,1.91426962064472e-05,1.74799814573134e-05,NA
"9",3,9,1,1,0.0509396059526874,FALSE,TRUE,178.004999999999,0.0168646292309518,0.0172661650634325,NA
