"","minsplit","cp","xval","CP","nsplit","rel error","xerror","xstd","is_lkh","Elapsed"
"4",1,1e-16,3,0.000731573072298693,3,0.970247781549721,0.971705656086741,0.00861157545341205,9.04865948758311,48.0961537361145
"5",20,1e-16,3,0.000439993188240396,4,0.969516208477422,0.971767544533677,0.00861363370798189,9.04825850458417,48.0961537361145
"51",50,1e-16,3,0.000439993188240396,4,0.969516208477422,0.971497992008907,0.00861254238434086,9.04825850458417,48.0961537361145
"52",100,1e-16,3,0.000439993188240396,4,0.969516208477422,0.970513188359864,0.00860597390452178,9.04825850458417,48.0961537361145
"53",1,1e-10,3,0.000439993188240396,4,0.969516208477422,0.971604629156785,0.00860781309450511,9.04825850458417,48.0961537361145
"41",20,1e-10,3,0.000731573072298693,3,0.970247781549721,0.971913830344905,0.00861426108342773,9.04865948758311,48.0961537361145
"54",50,1e-10,3,0.000439993188240396,4,0.969516208477422,0.971998062439016,0.00860444776891975,9.04825850458417,48.0961537361145
"55",100,1e-10,3,0.000439993188240396,4,0.969516208477422,0.970732300707757,0.00860942258188923,9.04825850458417,48.0961537361145
"56",1,1e-05,3,0.000439993188240396,4,0.969516208477422,0.97166789649127,0.00860955425028185,9.04825850458417,48.0961537361145
"57",20,1e-05,3,0.000439993188240396,4,0.969516208477422,0.972043684882366,0.00860994627032637,9.04825850458417,48.0961537361145
"58",50,1e-05,3,0.000439993188240396,4,0.969516208477422,0.971466555364446,0.00860735150481624,9.04825850458417,48.0961537361145
"59",100,1e-05,3,0.000439993188240396,4,0.969516208477422,0.970953551583248,0.00860456917096854,9.04825850458417,48.0961537361145
"3",1,0.01,3,0.01,2,0.972188820288053,0.977750707767761,0.00867531535027054,9.06528471740905,48.0961537361145
"31",20,0.01,3,0.01,2,0.972188820288053,0.976794250088652,0.00865739317649269,9.06528471740905,48.0961537361145
"32",50,0.01,3,0.01,2,0.972188820288053,0.980731449464289,0.00870336064131447,9.06528471740905,48.0961537361145
"33",100,0.01,3,0.01,2,0.972188820288053,0.973288135087969,0.00861536466277497,9.06528471740905,48.0961537361145
