"","minsplit","cp","xval","CP","nsplit","rel error","xerror","xstd","is_lkh","Elapsed"
"47",1,1e-16,3,2.07518650716869e-05,90,0.984889543097646,0.988071898418289,0.00455525745895435,10.7839717014291,1.23450840314229
"91",20,1e-16,3,9.53695331094978e-06,163,0.983877367238445,0.987651167169877,0.0045477462578588,10.783949809956,1.23450840314229
"152",50,1e-16,3,4.87013395891798e-06,261,0.983714085592401,0.98740955118052,0.00453661762752667,10.7833522453167,1.23450840314229
"127",100,1e-16,3,5.30983596574577e-06,215,0.984735832456008,0.98735589870456,0.00453747307298452,10.7825578648142,1.23450840314229
"44",1,1e-10,3,2.28171068759838e-05,86,0.984979821340039,0.987758840451855,0.00455480618014222,10.7839663916827,1.23450840314229
"63",20,1e-10,3,1.44699624478016e-05,116,0.984436012721841,0.987319094116178,0.00454716512833516,10.7840097964866,1.23450840314229
"147",50,1e-10,3,5.10053616591839e-06,255,0.983744362544869,0.987436155647083,0.00453729551504663,10.7833501218902,1.23450840314229
"125",100,1e-10,3,5.51464293764745e-06,211,0.984757799046694,0.98764081771078,0.00453912744290625,10.7825568797081,1.23450840314229
"33",1,1e-05,3,2.96862128695038e-05,61,0.985649532582012,0.987439224063855,0.00455448678459659,10.7837799741302,1.23450840314229
"58",20,1e-05,3,1.5606326953045e-05,104,0.984621006628095,0.987717315653482,0.00454858920098088,10.7839809327857,1.23450840314229
"64",50,1e-05,3,1.42804626061361e-05,107,0.98500505509085,0.987785480827419,0.0045449059621038,10.7834155706849,1.23450840314229
"56",100,1e-05,3,1.52396971315358e-05,86,0.985940202960089,0.987606749335395,0.0045429611441986,10.7826089285414,1.23450840314229
"1",1,0.01,3,0.0054533716689617,0,1,0,0,10.7804026135061,1.23450840314229
"11",20,0.01,3,0.0054533716689617,0,1,0,0,10.7804026135061,1.23450840314229
"12",50,0.01,3,0.0054533716689617,0,1,0,0,10.7804026135061,1.23450840314229
"13",100,0.01,3,0.0054533716689617,0,1,0,0,10.7804026135061,1.23450840314229
