"","minsplit","cp","xval","CP","nsplit","rel error","xerror","xstd","is_lkh","Elapsed"
"2",1,1e-16,3,0.000341093463234716,1,0.894442440722567,0.894596906727045,0.00913027576251641,9.15207839073697,1.22850959698359
"21",20,1e-16,3,0.000341093463234716,1,0.894442440722567,0.894784058620388,0.00913132846677119,9.15207839073697,1.22850959698359
"22",50,1e-16,3,0.000341093463234716,1,0.894442440722567,0.89454889196051,0.00912989445234542,9.15207839073697,1.22850959698359
"23",100,1e-16,3,0.000341093463234716,1,0.894442440722567,0.894741459546051,0.00913104482861325,9.15207839073697,1.22850959698359
"24",1,1e-10,3,0.000341093463234716,1,0.894442440722567,0.894546565438872,0.00912822118614385,9.15207839073697,1.22850959698359
"25",20,1e-10,3,0.000341093463234716,1,0.894442440722567,0.894627180512333,0.00912897967509813,9.15207839073697,1.22850959698359
"26",50,1e-10,3,0.000341093463234716,1,0.894442440722567,0.894913181736016,0.00913285554512723,9.15207839073697,1.22850959698359
"27",100,1e-10,3,0.000341093463234716,1,0.894442440722567,0.894673646174001,0.00912949800270149,9.15207839073697,1.22850959698359
"28",1,1e-05,3,0.000341093463234716,1,0.894442440722567,0.894505306295707,0.00912823133982754,9.15207839073697,1.22850959698359
"29",20,1e-05,3,0.000341093463234716,1,0.894442440722567,0.894511285255433,0.00912893316960677,9.15207839073697,1.22850959698359
"210",50,1e-05,3,0.000341093463234716,1,0.894442440722567,0.894548632307863,0.00912906467740926,9.15207839073697,1.22850959698359
"211",100,1e-05,3,0.000341093463234716,1,0.894442440722567,0.894492804333838,0.00912819646292108,9.15207839073697,1.22850959698359
"212",1,0.01,3,0.01,1,0.894442440722567,0.894512840676342,0.0091292320986322,9.15207839073697,1.22850959698359
"213",20,0.01,3,0.01,1,0.894442440722567,0.894514633282256,0.00912884434390857,9.15207839073697,1.22850959698359
"214",50,0.01,3,0.01,1,0.894442440722567,0.894769594741781,0.00912943607076682,9.15207839073697,1.22850959698359
"215",100,0.01,3,0.01,1,0.894442440722567,0.894510806592123,0.0091288810142068,9.15207839073697,1.22850959698359
