"","Epoch","Iteration","number_of_neurons","number_of_layers","gpUtility","acqOptimum","inBounds","Elapsed","Score","train_loss","errorMessage"
"1",0,1,1,2,NA,FALSE,TRUE,182.773,0.0119085458769547,0.0121754036772217,NA
"2",0,2,7,2,NA,FALSE,TRUE,171.646,4.0058939885057e-05,3.76940484784427e-05,NA
"3",0,3,6,1,NA,FALSE,TRUE,115.821,0.00239807611105789,0.00249081641486555,NA
"4",1,4,2,1,0.598971099118463,TRUE,TRUE,164.808,0.190078884305472,0.146490843902961,NA
"5",1,5,1,1,0.518055020092208,FALSE,TRUE,167.674,0.0050398161796655,0.00454221286065462,NA
