"","Epoch","Iteration","number_of_neurons","number_of_layers","gpUtility","acqOptimum","inBounds","Elapsed","Score","train_loss","errorMessage"
"1",0,1,3,2,NA,FALSE,TRUE,182.967000000001,2.05208046281768e-05,1.99715941562317e-05,NA
"2",0,2,10,1,NA,FALSE,TRUE,179.130999999999,6.46836459054612e-05,5.3754293367092e-05,NA
"3",0,3,7,1,NA,FALSE,TRUE,112.221,9.57049107455532e-05,8.27444140668376e-05,NA
"4",1,4,4,1,0.676325623809017,TRUE,TRUE,179.697,6.23759913651156e-05,6.01159408688545e-05,NA
"5",1,5,1,1,0.599449320410723,FALSE,TRUE,176.906000000001,0.00393389618787978,0.00417930161676736,NA
