"","num_layers","optim","activation","lr","xi","eps","tie","batch_size","early_stopping","patience","node_1","node_2","node_3","node_4","node_5","node_6","node_7","node_8","node_9","node_10","train.lkh","test.lkh","time"
"72",10,"SGD","SELU",0.05,0,0,"Efron",100,"TRUE",30,10,10,10,10,10,10,10,10,10,10,3.46545622682378,3.58317775726318,105.483211175601
"73",2,"Adam","LeakyReLU",0.1,0,0,"Efron",100,"TRUE",30,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3.46611550691047,3.58545331954956,77.9257795810699
"74",6,"Adam","LeakyReLU",0.1,0,0,"Efron",100,"TRUE",30,2,2,2,2,2,2,NA,NA,NA,NA,3.46613274199466,3.58672533035278,128.689881487687
"75",10,"Adam","LeakyReLU",0.1,0,0,"Efron",100,"TRUE",30,2,2,2,2,2,2,2,2,2,2,NA,NA,124.722573467096
"76",2,"Adam","LeakyReLU",0.1,0,0,"Efron",100,"TRUE",30,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3.46602054882347,3.59362206459045,78.5587230563164
"77",6,"Adam","LeakyReLU",0.1,0,0,"Efron",100,"TRUE",30,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,78.0386230190595
"78",10,"Adam","LeakyReLU",0.1,0,0,"Efron",100,"TRUE",30,5,5,5,5,5,5,5,5,5,5,NA,NA,52.7870604713758
"79",2,"Adam","LeakyReLU",0.1,0,0,"Efron",100,"TRUE",30,10,10,NA,NA,NA,NA,NA,NA,NA,NA,3.46622983646263,3.58598599433899,60.433051776886
"80",6,"Adam","LeakyReLU",0.1,0,0,"Efron",100,"TRUE",30,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,48.0682029326757
"81",10,"Adam","LeakyReLU",0.1,0,0,"Efron",100,"TRUE",30,10,10,10,10,10,10,10,10,10,10,NA,NA,54.9030419230461
"82",2,"SGD","LeakyReLU",0.1,0,0,"Efron",100,"TRUE",30,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3.46523965713273,3.58268432617187,71.8377530932426
"83",6,"SGD","LeakyReLU",0.1,0,0,"Efron",100,"TRUE",30,2,2,2,2,2,2,NA,NA,NA,NA,3.51804059212054,3.60781993865967,53.3868990659714
"84",10,"SGD","LeakyReLU",0.1,0,0,"Efron",100,"TRUE",30,2,2,2,2,2,2,2,2,2,2,3.51804033654576,3.60782008171082,46.9423191666603
"85",2,"SGD","LeakyReLU",0.1,0,0,"Efron",100,"TRUE",30,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3.46528175803847,3.58361239433289,59.7646220723788
"86",6,"SGD","LeakyReLU",0.1,0,0,"Efron",100,"TRUE",30,5,5,5,5,5,5,NA,NA,NA,NA,3.51804579837298,3.60781931877136,48.1713524580002
"87",10,"SGD","LeakyReLU",0.1,0,0,"Efron",100,"TRUE",30,5,5,5,5,5,5,5,5,5,5,3.51784947466296,3.60781950950623,76.094417532285
"88",2,"SGD","LeakyReLU",0.1,0,0,"Efron",100,"TRUE",30,10,10,NA,NA,NA,NA,NA,NA,NA,NA,3.46534346227269,3.58305988311768,38.4212429761887
"89",6,"SGD","LeakyReLU",0.1,0,0,"Efron",100,"TRUE",30,10,10,10,10,10,10,NA,NA,NA,NA,3.46545720964962,3.58388910293579,77.8777591784795
"90",10,"SGD","LeakyReLU",0.1,0,0,"Efron",100,"TRUE",30,10,10,10,10,10,10,10,10,10,10,3.46555431618481,3.58386793136597,144.373160310586
"91",2,"Adam","SELU",0.1,0,0,"Efron",100,"TRUE",30,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3.46731444199106,3.5823121547699,67.1223366896311
"92",6,"Adam","SELU",0.1,0,0,"Efron",100,"TRUE",30,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,33.4834001541138
"93",10,"Adam","SELU",0.1,0,0,"Efron",100,"TRUE",30,2,2,2,2,2,2,2,2,2,2,NA,NA,32.9505134860675
"94",2,"Adam","SELU",0.1,0,0,"Efron",100,"TRUE",30,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3.46777923894089,3.58895845413208,24.9847719232241
"95",6,"Adam","SELU",0.1,0,0,"Efron",100,"TRUE",30,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,19.3226184527079
"96",10,"Adam","SELU",0.1,0,0,"Efron",100,"TRUE",30,5,5,5,5,5,5,5,5,5,5,NA,NA,23.2865050911903
"97",2,"Adam","SELU",0.1,0,0,"Efron",100,"TRUE",30,10,10,NA,NA,NA,NA,NA,NA,NA,NA,3.46786187221517,3.58235359191895,22.5591390927633
"98",6,"Adam","SELU",0.1,0,0,"Efron",100,"TRUE",30,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,21.3780677119891
"99",10,"Adam","SELU",0.1,0,0,"Efron",100,"TRUE",30,10,10,10,10,10,10,10,10,10,10,NA,NA,19.1124490857124
"100",2,"SGD","SELU",0.1,0,0,"Efron",100,"TRUE",30,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3.46525846592032,3.58307766914368,31.2780835827192
"101",6,"SGD","SELU",0.1,0,0,"Efron",100,"TRUE",30,2,2,2,2,2,2,NA,NA,NA,NA,3.46529440582347,3.58309893608093,21.7822840809822
"102",10,"SGD","SELU",0.1,0,0,"Efron",100,"TRUE",30,2,2,2,2,2,2,2,2,2,2,3.46537232876172,3.58351049423218,16.0900324185689
"103",2,"SGD","SELU",0.1,0,0,"Efron",100,"TRUE",30,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3.46544996457804,3.58308534622192,10.4830186168353
"104",6,"SGD","SELU",0.1,0,0,"Efron",100,"TRUE",30,5,5,5,5,5,5,NA,NA,NA,NA,3.46554976964814,3.58308715820313,26.117121831576
"105",10,"SGD","SELU",0.1,0,0,"Efron",100,"TRUE",30,5,5,5,5,5,5,5,5,5,5,3.46553703295656,3.58296661376953,20.9620382547379
"106",2,"SGD","SELU",0.1,0,0,"Efron",100,"TRUE",30,10,10,NA,NA,NA,NA,NA,NA,NA,NA,3.46554348380946,3.58385167121887,14.5924010237058
"107",6,"SGD","SELU",0.1,0,0,"Efron",100,"TRUE",30,10,10,10,10,10,10,NA,NA,NA,NA,3.46550871408002,3.58347668647766,19.6262580275536
"108",10,"SGD","SELU",0.1,0,0,"Efron",100,"TRUE",30,10,10,10,10,10,10,10,10,10,10,3.46557938623094,3.58322339057922,15.7404003620148
"109",2,"Adam","LeakyReLU",0.01,0.2,0,"Efron",100,"TRUE",30,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3.4656402805136,3.58497543334961,13.6364045381546
"110",6,"Adam","LeakyReLU",0.01,0.2,0,"Efron",100,"TRUE",30,2,2,2,2,2,2,NA,NA,NA,NA,3.46574553197486,3.5844021320343,13.2981712818146
"111",10,"Adam","LeakyReLU",0.01,0.2,0,"Efron",100,"TRUE",30,2,2,2,2,2,2,2,2,2,2,3.46569559558287,3.58486142158508,16.0832214037577
"112",2,"Adam","LeakyReLU",0.01,0.2,0,"Efron",100,"TRUE",30,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3.46565236642611,3.58370685577393,8.93447844584783
"113",6,"Adam","LeakyReLU",0.01,0.2,0,"Efron",100,"TRUE",30,5,5,5,5,5,5,NA,NA,NA,NA,3.46572139596667,3.58468418121338,13.0527040600777
"114",10,"Adam","LeakyReLU",0.01,0.2,0,"Efron",100,"TRUE",30,5,5,5,5,5,5,5,5,5,5,3.46566620290149,3.58495879173279,14.4860550999641
"115",2,"Adam","LeakyReLU",0.01,0.2,0,"Efron",100,"TRUE",30,10,10,NA,NA,NA,NA,NA,NA,NA,NA,3.46587972358569,3.58456463813782,8.31464646259944
"116",6,"Adam","LeakyReLU",0.01,0.2,0,"Efron",100,"TRUE",30,10,10,10,10,10,10,NA,NA,NA,NA,3.46564426108535,3.5843270778656,135.530429168542
"117",10,"Adam","LeakyReLU",0.01,0.2,0,"Efron",100,"TRUE",30,10,10,10,10,10,10,10,10,10,10,3.4658012078728,3.58465733528137,145.467833435535
"118",2,"SGD","LeakyReLU",0.01,0.2,0,"Efron",100,"TRUE",30,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3.4649374143331,3.58304257392883,184.630816523234
"119",6,"SGD","LeakyReLU",0.01,0.2,0,"Efron",100,"TRUE",30,2,2,2,2,2,2,NA,NA,NA,NA,3.51804060829972,3.6078197479248,51.3535791317622
"120",10,"SGD","LeakyReLU",0.01,0.2,0,"Efron",100,"TRUE",30,2,2,2,2,2,2,2,2,2,2,3.51804033920718,3.60782008171082,53.3134774049123
"121",2,"SGD","LeakyReLU",0.01,0.2,0,"Efron",100,"TRUE",30,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3.46502872632473,3.58353643417358,183.403368953864
"122",6,"SGD","LeakyReLU",0.01,0.2,0,"Efron",100,"TRUE",30,5,5,5,5,5,5,NA,NA,NA,NA,3.51804604008353,3.60781955718994,63.5792239030202
"123",10,"SGD","LeakyReLU",0.01,0.2,0,"Efron",100,"TRUE",30,5,5,5,5,5,5,5,5,5,5,3.51788546029637,3.60782027244568,62.8493546485901
"124",2,"SGD","LeakyReLU",0.01,0.2,0,"Efron",100,"TRUE",30,10,10,NA,NA,NA,NA,NA,NA,NA,NA,3.46528398227312,3.58216004371643,49.2759487867355
"125",6,"SGD","LeakyReLU",0.01,0.2,0,"Efron",100,"TRUE",30,10,10,10,10,10,10,NA,NA,NA,NA,3.46524234665247,3.5829336643219,171.496477691333
"126",10,"SGD","LeakyReLU",0.01,0.2,0,"Efron",100,"TRUE",30,10,10,10,10,10,10,10,10,10,10,3.51807990273833,3.6078188419342,85.0586882193883
"127",2,"Adam","SELU",0.01,0.2,0,"Efron",100,"TRUE",30,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3.4655905183137,3.58415966033936,78.475918451945
"128",6,"Adam","SELU",0.01,0.2,0,"Efron",100,"TRUE",30,2,2,2,2,2,2,NA,NA,NA,NA,3.46568587972198,3.58438315391541,71.6230383356412
"129",10,"Adam","SELU",0.01,0.2,0,"Efron",100,"TRUE",30,2,2,2,2,2,2,2,2,2,2,3.46578493930028,3.58551173210144,79.695561627547
"130",2,"Adam","SELU",0.01,0.2,0,"Efron",100,"TRUE",30,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3.46568666559934,3.58281507492065,73.2497248570124
"131",6,"Adam","SELU",0.01,0.2,0,"Efron",100,"TRUE",30,5,5,5,5,5,5,NA,NA,NA,NA,3.46589297522136,3.58337230682373,58.0347409923871
"132",10,"Adam","SELU",0.01,0.2,0,"Efron",100,"TRUE",30,5,5,5,5,5,5,5,5,5,5,3.46579259283257,3.58530178070068,84.951453824838
"133",2,"Adam","SELU",0.01,0.2,0,"Efron",100,"TRUE",30,10,10,NA,NA,NA,NA,NA,NA,NA,NA,3.4658123770562,3.58430490493774,58.8270404696465
"134",6,"Adam","SELU",0.01,0.2,0,"Efron",100,"TRUE",30,10,10,10,10,10,10,NA,NA,NA,NA,3.46602158923677,3.58510460853577,71.3489847342173
"135",10,"Adam","SELU",0.01,0.2,0,"Efron",100,"TRUE",30,10,10,10,10,10,10,10,10,10,10,3.4662586021675,3.58561115264893,58.7624190767606
"136",2,"SGD","SELU",0.01,0.2,0,"Efron",100,"TRUE",30,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3.46512848065838,3.58322224617004,123.656722164154
"137",6,"SGD","SELU",0.01,0.2,0,"Efron",100,"TRUE",30,2,2,2,2,2,2,NA,NA,NA,NA,3.46498705232126,3.58325500488281,216.646272893747
"138",10,"SGD","SELU",0.01,0.2,0,"Efron",100,"TRUE",30,2,2,2,2,2,2,2,2,2,2,3.4650514895759,3.58323655128479,251.454804499944
"139",2,"SGD","SELU",0.01,0.2,0,"Efron",100,"TRUE",30,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3.46515671403773,3.5830837726593,61.3905920942624
"140",6,"SGD","SELU",0.01,0.2,0,"Efron",100,"TRUE",30,5,5,5,5,5,5,NA,NA,NA,NA,3.46514668359238,3.58311681747437,178.704601109028
"141",10,"SGD","SELU",0.01,0.2,0,"Efron",100,"TRUE",30,5,5,5,5,5,5,5,5,5,5,3.46510767834901,3.5830828666687,182.475281441212
"142",2,"SGD","SELU",0.01,0.2,0,"Efron",100,"TRUE",30,10,10,NA,NA,NA,NA,NA,NA,NA,NA,3.46533154960385,3.5828752040863,15.5897640824318
"143",6,"SGD","SELU",0.01,0.2,0,"Efron",100,"TRUE",30,10,10,10,10,10,10,NA,NA,NA,NA,3.46528917743612,3.58277521133423,58.6761203408241
"144",10,"SGD","SELU",0.01,0.2,0,"Efron",100,"TRUE",30,10,10,10,10,10,10,10,10,10,10,3.46502735131475,3.58298826217651,66.5916113217672
"145",2,"Adam","LeakyReLU",0.05,0.2,0,"Efron",100,"TRUE",30,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3.46623564010092,3.5844343662262,16.2841158906619
"146",6,"Adam","LeakyReLU",0.05,0.2,0,"Efron",100,"TRUE",30,2,2,2,2,2,2,NA,NA,NA,NA,3.46659390249398,3.58528780937195,11.3048089782397
"147",10,"Adam","LeakyReLU",0.05,0.2,0,"Efron",100,"TRUE",30,2,2,2,2,2,2,2,2,2,2,NA,NA,29.8430568099022
"148",2,"Adam","LeakyReLU",0.05,0.2,0,"Efron",100,"TRUE",30,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3.46604398567106,3.58398842811584,11.1617216149966
"149",6,"Adam","LeakyReLU",0.05,0.2,0,"Efron",100,"TRUE",30,5,5,5,5,5,5,NA,NA,NA,NA,3.46621183281429,3.58429307937622,13.3257479667664
"150",10,"Adam","LeakyReLU",0.05,0.2,0,"Efron",100,"TRUE",30,5,5,5,5,5,5,5,5,5,5,NA,NA,16.2664087573687
"151",2,"Adam","LeakyReLU",0.05,0.2,0,"Efron",100,"TRUE",30,10,10,NA,NA,NA,NA,NA,NA,NA,NA,3.46602946082899,3.58769655227661,14.2694769501686
"152",6,"Adam","LeakyReLU",0.05,0.2,0,"Efron",100,"TRUE",30,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,18.0287815292676
"153",10,"Adam","LeakyReLU",0.05,0.2,0,"Efron",100,"TRUE",30,10,10,10,10,10,10,10,10,10,10,NA,NA,12.2359738826752
"154",2,"SGD","LeakyReLU",0.05,0.2,0,"Efron",100,"TRUE",30,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3.46518047955508,3.58276748657227,12.7325899481773
"155",6,"SGD","LeakyReLU",0.05,0.2,0,"Efron",100,"TRUE",30,2,2,2,2,2,2,NA,NA,NA,NA,3.51804059564642,3.60781979560852,8.92532585859299
"156",10,"SGD","LeakyReLU",0.05,0.2,0,"Efron",100,"TRUE",30,2,2,2,2,2,2,2,2,2,2,3.51804033920718,3.60782008171082,7.68172589937846
"157",2,"SGD","LeakyReLU",0.05,0.2,0,"Efron",100,"TRUE",30,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3.46515760103536,3.58339409828186,13.4343630592028
"158",6,"SGD","LeakyReLU",0.05,0.2,0,"Efron",100,"TRUE",30,5,5,5,5,5,5,NA,NA,NA,NA,3.51793161638422,3.60781941413879,10.4516831239065
"159",10,"SGD","LeakyReLU",0.05,0.2,0,"Efron",100,"TRUE",30,5,5,5,5,5,5,5,5,5,5,3.51784947391273,3.60781941413879,12.3091308156649
"160",2,"SGD","LeakyReLU",0.05,0.2,0,"Efron",100,"TRUE",30,10,10,NA,NA,NA,NA,NA,NA,NA,NA,3.46528026790189,3.58288688659668,6.0637544075648
