"","Epoch","Iteration","number_of_neurons","number_of_layers","gpUtility","acqOptimum","inBounds","Elapsed","Score","train_loss","errorMessage"
"1",0,1,10,2,NA,FALSE,TRUE,169.58,9.13496784050949e-05,8.48730251163943e-05,NA
"2",0,2,6,1,NA,FALSE,TRUE,181.293,0.0271019957625867,0.0285449335789508,NA
"3",0,3,1,2,NA,FALSE,TRUE,114.377,0.000617632559570325,0.000642771444316281,NA
"4",1,4,3,1,0.66723425220814,TRUE,TRUE,164.381,0.00232420894088945,0.00233570740483628,NA
"5",1,5,1,1,0.332046689337562,FALSE,TRUE,173.195,0.0139508379925189,0.0132777800764359,NA
