"","minsplit","cp","xval","CP","nsplit","rel error","xerror","xstd","is_lkh","Elapsed"
"2",1,1e-16,3,0.000604323393705684,1,0.894149335728592,0.894160628338756,0.00920407600580062,9.14695023043053,41.5126640796661
"21",20,1e-16,3,0.000604323393705684,1,0.894149335728592,0.89428076410497,0.00920493813262303,9.14695023043053,41.5126640796661
"22",50,1e-16,3,0.000604323393705684,1,0.894149335728592,0.894226234113818,0.0092035910552218,9.14695023043053,41.5126640796661
"23",100,1e-16,3,0.000604323393705684,1,0.894149335728592,0.894386518393414,0.00920573887052227,9.14695023043053,41.5126640796661
"24",1,1e-10,3,0.000604323393705684,1,0.894149335728592,0.894379154696194,0.00920694612211406,9.14695023043053,41.5126640796661
"25",20,1e-10,3,0.000604323393705684,1,0.894149335728592,0.894182062064039,0.00920398865119014,9.14695023043053,41.5126640796661
"3",50,1e-10,3,0.000359548498660364,2,0.893545012334886,0.894297392843801,0.00920816354189922,9.14851721653261,41.5126640796661
"26",100,1e-10,3,0.000604323393705684,1,0.894149335728592,0.894228292446588,0.00920366021454136,9.14695023043053,41.5126640796661
"31",1,1e-05,3,0.000359548498660364,2,0.893545012334886,0.894068130287252,0.00920424315947109,9.14851721653261,41.5126640796661
"27",20,1e-05,3,0.000604323393705684,1,0.894149335728592,0.894299946397733,0.00920514196769593,9.14695023043053,41.5126640796661
"28",50,1e-05,3,0.000604323393705684,1,0.894149335728592,0.894190589033432,0.00920433986497603,9.14695023043053,41.5126640796661
"32",100,1e-05,3,0.000359548498660364,2,0.893545012334886,0.894428518507187,0.00920735496470917,9.14851721653261,41.5126640796661
"29",1,0.01,3,0.01,1,0.894149335728592,0.89439343115159,0.00920636731133655,9.14695023043053,41.5126640796661
"210",20,0.01,3,0.01,1,0.894149335728592,0.894597843384053,0.00920782286823414,9.14695023043053,41.5126640796661
"211",50,0.01,3,0.01,1,0.894149335728592,0.894276983244268,0.00920442845429407,9.14695023043053,41.5126640796661
"212",100,0.01,3,0.01,1,0.894149335728592,0.894431687135015,0.00920701557756127,9.14695023043053,41.5126640796661
