"","are_tot","are_cal_q","are_cal_y","crps_result","seed","scenario"
"1",0.147848936408903,0.155228335463744,0.0570109430481095,354.813942765553,1,"0"
"2",0.161088623380946,0.162479067835575,0.0820687970369531,406.252519692417,1,"1"
"3",0.173086390388031,0.170739186744532,0.0753502545622496,389.39025475574,1,"2"
"4",0.136498135223647,0.149794315692146,0.0820185188118382,358.549755118069,1,"3"
"5",0.146206056904817,0.148464955032677,0.0768318454978514,331.465172076226,1,"4"
"6",0.133129011017459,0.125301262183972,0.0340952373612858,359.1312484193,2,"0"
"7",0.167056299248549,0.158534430157587,0.0550386344927825,397.938113961677,2,"1"
"8",0.203908716138479,0.159515341750115,0.0537376211085773,405.202309625959,2,"2"
"9",0.145723403268197,0.138161270874541,0.0464164078493959,362.294481565058,2,"3"
"10",0.151120724025683,0.130675859483616,0.076906544873914,335.536981078288,2,"4"
"11",0.135105535385089,0.134548096949751,0.0644946450421843,366.857717996313,3,"0"
"12",0.188045653160825,0.167980481714477,0.0555885441326805,406.48581695538,3,"1"
"13",0.146570572681916,0.154123089736856,0.0642614971065536,408.19790482119,3,"2"
"14",0.20449821946735,0.155971238520377,0.0944716968331938,374.277493836708,3,"3"
"15",0.118690082994211,0.132841479906288,0.0666596707145925,344.410792034131,3,"4"
"16",0.124973589625849,0.117089488207535,0.034479980850646,368.617415357905,4,"0"
"17",0.189161450111994,0.179182713312456,0.0793235429353438,395.610125943574,4,"1"
"18",0.156853499915223,0.130382170945919,0.019907522706155,410.647475485471,4,"2"
"19",0.160085480385185,0.142474506180968,0.0830449809334354,368.195325973903,4,"3"
"20",0.102996503404444,0.110778752167213,0.0554190314583822,338.386484594207,4,"4"
"21",0.157314706337335,0.135518132295008,0.0322935094916752,370.87573225527,5,"0"
"22",0.146813428539219,0.153606901251364,0.0278932262945936,382.655549168265,5,"1"
"23",0.136256518423096,0.132331697811111,0.0397558771747641,406.202340962854,5,"2"
"24",0.157043761371632,0.135268624461695,0.0255439819405033,379.667451104583,5,"3"
"25",0.187684683293857,0.140686881543778,0.0578796974455114,345.460999942887,5,"4"
"26",0.134707949163564,0.107565926000801,0.0442893667915862,355.615294108833,6,"0"
"27",0.156697418927927,0.161102645670902,0.0520630469825742,410.159778546049,6,"1"
"28",0.210458766394777,0.181178960695668,0.129596457156551,393.988430804507,6,"2"
"29",0.163904972094197,0.134642317607832,0.0654251576084548,360.865249920135,6,"3"
"30",0.138891392184434,0.118294761785581,0.0622274232037885,336.527794201254,6,"4"
"31",0.124206006798414,0.110643100012898,0.037393480578713,367.950360903001,7,"0"
"32",0.163349828209667,0.164778763197686,0.0375663421364455,405.512135276011,7,"1"
"33",0.12311986075361,0.126107790278596,0.0337204491361943,398.396646147925,7,"2"
"34",0.161798046008271,0.129595195590077,0.0312420303523619,370.858743295061,7,"3"
"35",0.133864268703054,0.109712570660035,0.0559928515910017,344.002589316273,7,"4"
"36",0.150021541693381,0.137885826040233,0.029530948872496,370.962534035433,8,"0"
"37",0.163820261310129,0.154862468640138,0.0350222129720255,406.585121291112,8,"1"
"38",0.1716960014326,0.168210562469402,0.0707567494372098,398.09114230107,8,"2"
"39",0.170426840077045,0.14902076593217,0.0350819060993207,375.89723998167,8,"3"
"40",0.129609265210235,0.117777588158461,0.0228213240923594,343.235940611896,8,"4"
"41",0.122404443440215,0.119070462272185,0.0626548232339563,368.866558736572,9,"0"
"42",0.166199580777626,0.170501665138906,0.0732130318585495,400.554629883358,9,"1"
"43",0.128556085941326,0.141462171236107,0.0548027239918254,404.281387462066,9,"2"
"44",0.19014336271037,0.164694387828846,0.111375065116888,372.698282425939,9,"3"
"45",0.128938874403539,0.119341476645443,0.0918661001316064,348.027313440809,9,"4"
"46",0.123043505118136,0.130668816189693,0.0603379068064058,366.196734810677,10,"0"
"47",0.162408417359174,0.170556258646861,0.0666897480897992,393.148317886135,10,"1"
"48",0.155228096624736,0.16337244238771,0.0741530547698888,401.681982813038,10,"2"
