"","minsplit","cp","xval","CP","nsplit","rel error","xerror","xstd","is_lkh","Elapsed"
"2",1,1e-16,3,0.000335123199303568,1,0.889584240125953,0.889777533030886,0.00834285373303394,9.23524320643005,2.05215663115184
"21",20,1e-16,3,0.000335123199303568,1,0.889584240125953,0.889888286318961,0.00834364767434087,9.23524320643005,2.05215663115184
"22",50,1e-16,3,0.000335123199303568,1,0.889584240125953,0.889632878032271,0.00834202442858822,9.23524320643005,2.05215663115184
"23",100,1e-16,3,0.000335123199303568,1,0.889584240125953,0.889784260368738,0.00834312453631307,9.23524320643005,2.05215663115184
"24",1,1e-10,3,0.000335123199303568,1,0.889584240125953,0.889642442049369,0.00834213797948704,9.23524320643005,2.05215663115184
"25",20,1e-10,3,0.000335123199303568,1,0.889584240125953,0.889726281975742,0.00834253670910971,9.23524320643005,2.05215663115184
"26",50,1e-10,3,0.000335123199303568,1,0.889584240125953,0.889853071694974,0.00834244944736504,9.23524320643005,2.05215663115184
"27",100,1e-10,3,0.000335123199303568,1,0.889584240125953,0.889653936749371,0.00834172060839714,9.23524320643005,2.05215663115184
"28",1,1e-05,3,0.000335123199303568,1,0.889584240125953,0.889752364647748,0.00834240613428609,9.23524320643005,2.05215663115184
"29",20,1e-05,3,0.000335123199303568,1,0.889584240125953,0.889641049255041,0.00834260296151014,9.23524320643005,2.05215663115184
"210",50,1e-05,3,0.000335123199303568,1,0.889584240125953,0.889699401604217,0.00834200350182915,9.23524320643005,2.05215663115184
"211",100,1e-05,3,0.000335123199303568,1,0.889584240125953,0.889733843323045,0.00834351405891139,9.23524320643005,2.05215663115184
"212",1,0.01,3,0.01,1,0.889584240125953,0.889725354413336,0.00834314715063722,9.23524320643005,2.05215663115184
"213",20,0.01,3,0.01,1,0.889584240125953,0.889913825473802,0.00834514984816341,9.23524320643005,2.05215663115184
"214",50,0.01,3,0.01,1,0.889584240125953,0.889875005666562,0.00834483136837715,9.23524320643005,2.05215663115184
"215",100,0.01,3,0.01,1,0.889584240125953,0.889803691594159,0.00834384004822481,9.23524320643005,2.05215663115184
