"","Epoch","Iteration","num_layers","num_nodes","optim","activation","lr","xi","eps","batch_size","gpUtility","acqOptimum","inBounds","Elapsed","Score","train.lkh","errorMessage"
"39",0,39,2,8,2,2,0.485188903525239,0.207929643229581,0.406582990235183,1995,NA,FALSE,TRUE,6733.416,-15.2464513778687,15.3653845201556,NA
"40",0,40,5,5,2,2,0.256042896115198,0.179595423568971,0.252833827182185,1932,NA,FALSE,TRUE,4524.239,-7.98170757293701,8.03364511595832,NA
"41",0,41,4,3,1,2,0.0949625042830827,0.113588018773589,0.20207302124938,2112,NA,FALSE,TRUE,8653.306,-6.87540531158447,6.92946668694944,NA
"42",0,42,6,8,1,1,0.0904719655415276,0.010536837761756,0.213830170452129,3268,NA,FALSE,TRUE,8027.368,-8.61324157714844,8.59669104814529,NA
"43",0,43,8,7,2,1,0.38299522085276,0.244948016265407,0.41816808642121,2277,NA,FALSE,TRUE,5349.367,-18.2816715240479,18.3435093506523,NA
"44",0,44,3,7,1,2,0.301189056819305,0.0548783397930674,0.142025876634289,3218,NA,FALSE,TRUE,8737.248,-8.89538345336914,9.06074465549353,NA
"45",0,45,5,10,1,1,0.113874009600631,0.105719910680782,0.321886596914846,1165,NA,FALSE,TRUE,6192.737,-10.0961864471436,9.84472525693058,NA
"46",0,46,5,7,2,2,0.302044730350026,0.0819661596463993,0.440691582052968,1377,NA,FALSE,TRUE,4741.041,-16.9483840942383,16.9329370723858,NA
"47",0,47,5,10,1,2,0.180410883488553,0.190554438596591,0.0767349959723651,3056,NA,FALSE,TRUE,7657.709,-8.20726528167725,8.24063716776231,NA
"48",0,48,4,4,1,2,0.143497186221182,0.286205504378304,0.358045091535896,1368,NA,FALSE,TRUE,5219.962,-7.2623797416687,7.27883551873659,NA
"49",0,49,4,8,1,2,0.19332312218945,0.139954706414137,0.369127095725853,1696,NA,FALSE,TRUE,3428.314,-10.4491216659546,10.5734400671793,NA
"50",0,50,2,9,1,2,0.0579723144854885,0.0628285984951071,0.225259450126905,3791,NA,FALSE,TRUE,7416.739,-7.89580326080322,7.80762926510402,NA
"51",1,51,10,2,2,1,0.005,0.5,0.347010187843676,100,0.398941585522208,TRUE,TRUE,6285.239,-3.6413745880127,3.63383058415438,NA
"52",1,52,10,2,2,1,0.005,0.5,0.335273981861962,100,0.397822638388936,FALSE,TRUE,6112.398,-3.64086122512817,3.63331899438229,NA
"53",1,53,10,2,2,1,0.005,0.498085002858263,0.344547130801447,100,0.397704656483933,FALSE,TRUE,5711.088,-3.64131870269775,3.63377992515306,NA
"54",1,54,10,2,2,1,0.005,0.5,0.324960059826836,100,0.396325110974905,FALSE,TRUE,6394.43,-3.63789210319519,3.63316692451055,NA
"55",1,55,10,2,2,1,0.005,0.5,0.295850429710606,100,0.384321816264218,FALSE,TRUE,6049.43,-3.63928632736206,3.63173019453796,NA
"56",1,56,10,2,2,1,0.005,0.5,0.306863498716137,100,0.390166153496408,FALSE,TRUE,5823.648,-3.63967580795288,3.63215394671299,NA
"57",1,57,10,2,2,1,0.005,0.5,0.341660482841962,100,0.398024159419375,FALSE,TRUE,6229.069,-3.64114904403687,3.63359518763706,NA
"58",1,58,10,2,2,1,0.0128677069435581,0.498775648025681,0.334265769142007,100,0.395292580643721,FALSE,TRUE,6190.226,-3.65216808319092,3.64462503520254,NA
"59",1,59,10,2,2,1,0.0449893499926537,0.489117813158482,0.316889013016524,100,0.382306943988183,FALSE,TRUE,6060.198,-3.69316334724426,3.68744504802508,NA
"60",1,60,10,2,2,1,0.0168600375025764,0.498550594447957,0.346929978472176,100,0.393805772983221,FALSE,TRUE,5902.991,-3.65982384681702,3.65228174527983,NA
"61",1,61,10,2,2,1,0.037161075552573,0.5,0.366108429043383,100,0.382359195748469,FALSE,TRUE,5832.352,-3.69655389785767,3.69083425286656,NA
"62",1,62,10,2,2,1,0.0273262804703495,0.5,0.328147207575913,100,0.390602103367308,FALSE,TRUE,6146.454,-3.67145681381226,3.66391493826486,NA
"63",1,63,10,2,2,1,0.005,0.498347495048455,0.356496907852945,100,0.396241625429527,FALSE,TRUE,5899.582,-3.64184613227844,3.63431065659833,NA
"64",1,64,10,2,2,1,0.005,0.5,0.35695953358483,100,0.396363333069964,FALSE,TRUE,5962.872,-3.64181113243103,3.63427802120619,NA
"65",1,65,10,2,2,1,0.005,0.490394681721705,0.326076739419048,100,0.395511579741374,FALSE,TRUE,6256.023,-3.64075770378113,3.63319356833999,NA
"66",1,66,10,2,2,1,0.0402340070673307,0.5,0.284849253819027,100,0.37030605831692,FALSE,TRUE,6150.604,-3.67567005157471,3.66812784202727,NA
"67",1,67,10,2,2,1,0.0117746688220828,0.474582908814379,0.357361066572215,100,0.390641068724888,FALSE,TRUE,5884.909,-3.65491914749146,3.6473787954943,NA
"68",1,68,10,2,2,1,0.005,0.496824379626154,0.311018984511824,100,0.391655052284829,FALSE,TRUE,6043.723,-3.63994202613831,3.63239669999892,NA
"69",1,69,10,2,2,1,0.0311096801155299,0.5,0.327154430967733,100,0.389377123090413,FALSE,TRUE,5808.86,-3.67646541595459,3.66892366528222,NA
"70",1,70,10,2,2,1,0.0346657787398733,0.468514908543218,0.308717208981376,100,0.380495610804723,FALSE,TRUE,6122.235,-3.67910885810852,3.67438402631657,NA
"71",1,71,10,2,2,1,0.005,0.5,0.365893215969519,100,0.394075838435831,FALSE,TRUE,5958.518,-3.64094009399414,3.63522041159419,NA
"72",1,72,10,2,2,1,0.0250208441730745,0.5,0.299572275262341,100,0.382039059367612,FALSE,TRUE,5919.242,-3.66118350028992,3.65546563103793,NA
"73",1,73,10,2,2,1,0.0173422878312644,0.46699434952054,0.304888706508309,100,0.383195597973763,FALSE,TRUE,6169.134,-3.65459632873535,3.64987123354497,NA
"74",1,74,10,2,2,1,0.0301010904628206,0.5,0.340604597599544,100,0.390214248118878,FALSE,TRUE,6312.885,-3.67602081298828,3.67129569356389,NA
"75",1,75,10,2,2,1,0.005,0.491248049175608,0.383845747674985,100,0.385451476521556,FALSE,TRUE,6308.445,-3.64343323707581,3.63588243060097,NA
"76",1,76,10,2,2,1,0.005,0.5,0.346385276408407,100,0.397826996688549,FALSE,TRUE,5763.136,-3.64134173393249,3.63380303417301,NA
"77",1,77,10,2,2,1,0.005,0.5,0.357683948662832,100,0.396212985271861,FALSE,TRUE,5880.125,-3.64185457229614,3.63431118098098,NA
"78",1,78,10,2,2,1,0.0314211756845333,0.495960271474644,0.33811169524318,100,0.389366280076315,FALSE,TRUE,5896.515,-3.68059730529785,3.67305618886755,NA
"79",1,79,10,2,2,1,0.005,0.5,0.326032141457757,100,0.396549133451239,FALSE,TRUE,5775.499,-3.64046535491943,3.63292871718175,NA
"80",1,80,10,2,2,1,0.005,0.5,0.352577113185911,100,0.397137624331426,FALSE,TRUE,6010.543,-3.64032764434814,3.63460945424987,NA
"81",1,81,10,2,2,1,0.005,0.484599688311115,0.333544194349595,100,0.395923394592795,FALSE,TRUE,6077.504,-3.64124231338501,3.63368902193283,NA
"82",1,82,10,2,2,1,0.005,0.471045772657401,0.33798714291905,100,0.394623332918351,FALSE,TRUE,6108.391,-3.64184846878052,3.63430425618683,NA
"83",1,83,10,2,2,1,0.005,0.5,0.33653518285217,100,0.397905804949174,FALSE,TRUE,6303.548,-3.64092235565186,3.63337318540883,NA
"84",1,84,10,2,2,1,0.005,0.5,0.342966417714614,100,0.397998690989522,FALSE,TRUE,6140.473,-3.6399019241333,3.63418251510526,NA
"85",1,85,10,2,2,1,0.005,0.5,0.324161581869239,100,0.396147917065885,FALSE,TRUE,6046.141,-3.63909940719604,3.63338117784344,NA
"86",1,86,10,2,2,1,0.005,0.49792138487133,0.336831943084992,100,0.39767970550851,FALSE,TRUE,6066.624,-3.64099311828613,3.63344622624853,NA
"87",1,87,10,2,2,1,0.0294838812605345,0.5,0.326747986611742,100,0.389793614130611,FALSE,TRUE,5789.544,-3.67157859802246,3.66685372910322,NA
"88",1,88,10,2,2,1,0.0229140796380037,0.5,0.334227372005586,100,0.392438836423151,FALSE,TRUE,5809.473,-3.66521701812744,3.65949837711863,NA
"89",1,89,10,2,2,1,0.0397846189344675,0.5,0.347010858073612,100,0.38639166674136,FALSE,TRUE,5823.687,-3.695405626297,3.68786421560408,NA
"90",1,90,10,2,2,1,0.0134174216565151,0.5,0.344296934977319,100,0.395310500641696,FALSE,TRUE,5977.357,-3.65274124145508,3.64702327898445,NA
"91",1,91,10,2,2,1,0.0132552156809874,0.491772352716304,0.369761009197483,100,0.388661018425271,FALSE,TRUE,5862.313,-3.65635323524475,3.65063405939657,NA
"92",1,92,10,2,2,1,0.005,0.5,0.315361294076181,100,0.393611984492378,FALSE,TRUE,5954.76,-3.63874077796936,3.63302164709971,NA
"93",1,93,10,2,2,1,0.0217422378789799,0.48257527459085,0.328684842619051,100,0.390264809111404,FALSE,TRUE,5809.981,-3.66592383384705,3.65838292309849,NA
"94",1,94,10,2,2,1,0.0279484698218169,0.493386353699985,0.340894098729766,100,0.390040346671952,FALSE,TRUE,6052.619,-3.67520751953125,3.66948873565908,NA
"95",1,95,10,2,2,1,0.0216113844439179,0.5,0.361776047617748,100,0.389440738837685,FALSE,TRUE,6063.634,-3.66742820739746,3.66270360981218,NA
"96",1,96,10,2,2,1,0.005,0.5,0.328373740633854,100,0.396983102977705,FALSE,TRUE,5862.047,-3.64056224822998,3.63302657916331,NA
"97",1,97,10,2,2,1,0.005,0.480828311974485,0.324624825810034,100,0.394194834769027,FALSE,TRUE,6010.826,-3.64093680381775,3.63339566416429,NA
"98",1,98,10,2,2,1,0.0121694952921467,0.497424435332517,0.353884161631368,100,0.394214747964596,FALSE,TRUE,6206.306,-3.65338277816772,3.64583952824034,NA
"99",1,99,10,2,2,1,0.005,0.483267021357519,0.363271711927609,100,0.392615777583159,FALSE,TRUE,5945.769,-3.64269199371338,3.63514132113935,NA
"100",1,100,10,2,2,1,0.005,0.5,0.336555823339315,100,0.397906987110945,FALSE,TRUE,6050.146,-3.64092254638672,3.63337411584414,NA
