"","num_layers","optim","activation","lr","xi","eps","tie","batch_size","early_stopping","patience","node_1","node_2","node_3","node_4","node_5","node_6","node_7","node_8","node_9","node_10","train.lkh","test.lkh","time"
"25",2,"Adam","SELU",0.01,0,0,"Efron",100,"TRUE",30,10,10,NA,NA,NA,NA,NA,NA,NA,NA,3.50684424583934,3.61317272186279,84.2096974174182
"26",6,"Adam","SELU",0.01,0,0,"Efron",100,"TRUE",30,10,10,10,10,10,10,NA,NA,NA,NA,3.50706718165154,3.61272144317627,64.2756909886996
"27",10,"Adam","SELU",0.01,0,0,"Efron",100,"TRUE",30,10,10,10,10,10,10,10,10,10,10,3.50755564107103,3.61388306617737,76.203744049867
"28",2,"SGD","SELU",0.01,0,0,"Efron",100,"TRUE",30,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3.50907458209001,3.61173748970032,46.8785778045654
"29",6,"SGD","SELU",0.01,0,0,"Efron",100,"TRUE",30,2,2,2,2,2,2,NA,NA,NA,NA,3.50736979352395,3.61220169067383,72.8390275716782
"30",10,"SGD","SELU",0.01,0,0,"Efron",100,"TRUE",30,2,2,2,2,2,2,2,2,2,2,3.50739923543495,3.61176981925964,159.443408576647
"31",2,"SGD","SELU",0.01,0,0,"Efron",100,"TRUE",30,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3.50776321164177,3.61240682601929,34.5735720872879
"32",6,"SGD","SELU",0.01,0,0,"Efron",100,"TRUE",30,5,5,5,5,5,5,NA,NA,NA,NA,3.50752995551113,3.61410713195801,42.7355346163114
"33",10,"SGD","SELU",0.01,0,0,"Efron",100,"TRUE",30,5,5,5,5,5,5,5,5,5,5,3.50703599813852,3.61380453109741,58.6179433822632
"34",2,"SGD","SELU",0.01,0,0,"Efron",100,"TRUE",30,10,10,NA,NA,NA,NA,NA,NA,NA,NA,3.50734564601599,3.61213049888611,32.907407438755
"35",6,"SGD","SELU",0.01,0,0,"Efron",100,"TRUE",30,10,10,10,10,10,10,NA,NA,NA,NA,3.50743875366326,3.61369209289551,43.0315666238467
"36",10,"SGD","SELU",0.01,0,0,"Efron",100,"TRUE",30,10,10,10,10,10,10,10,10,10,10,3.50695392439215,3.61405129432678,51.060164086024
"37",2,"Adam","LeakyReLU",0.05,0,0,"Efron",100,"TRUE",30,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3.50777347794645,3.60962562561035,45.3703264276187
"38",6,"Adam","LeakyReLU",0.05,0,0,"Efron",100,"TRUE",30,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,47.7648869554202
"39",10,"Adam","LeakyReLU",0.05,0,0,"Efron",100,"TRUE",30,2,2,2,2,2,2,2,2,2,2,3.50845635298579,3.61363949775696,59.382773621877
"40",2,"Adam","LeakyReLU",0.05,0,0,"Efron",100,"TRUE",30,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3.50728389343012,3.61203932762146,35.1455584963163
"41",6,"Adam","LeakyReLU",0.05,0,0,"Efron",100,"TRUE",30,5,5,5,5,5,5,NA,NA,NA,NA,3.50740801549982,3.61239047050476,47.9040846029917
"42",10,"Adam","LeakyReLU",0.05,0,0,"Efron",100,"TRUE",30,5,5,5,5,5,5,5,5,5,5,NA,NA,57.3095215439796
"43",2,"Adam","LeakyReLU",0.05,0,0,"Efron",100,"TRUE",30,10,10,NA,NA,NA,NA,NA,NA,NA,NA,3.5072823724437,3.61300959587097,42.8537916501363
"44",6,"Adam","LeakyReLU",0.05,0,0,"Efron",100,"TRUE",30,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,52.4930943369865
"45",10,"Adam","LeakyReLU",0.05,0,0,"Efron",100,"TRUE",30,10,10,10,10,10,10,10,10,10,10,NA,NA,43.105093006293
"46",2,"SGD","LeakyReLU",0.05,0,0,"Efron",100,"TRUE",30,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3.50727040801473,3.61135697364807,42.2571680545807
"47",6,"SGD","LeakyReLU",0.05,0,0,"Efron",100,"TRUE",30,2,2,2,2,2,2,NA,NA,NA,NA,3.51921449286449,3.61481022834778,42.0994473735491
"48",10,"SGD","LeakyReLU",0.05,0,0,"Efron",100,"TRUE",30,2,2,2,2,2,2,2,2,2,2,3.519256604566,3.61481041908264,32.8911269346873
"49",2,"SGD","LeakyReLU",0.05,0,0,"Efron",100,"TRUE",30,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3.50687421360587,3.61262917518616,27.2952435572942
"50",6,"SGD","LeakyReLU",0.05,0,0,"Efron",100,"TRUE",30,5,5,5,5,5,5,NA,NA,NA,NA,3.51933228056124,3.61480979919434,30.2276533603668
"51",10,"SGD","LeakyReLU",0.05,0,0,"Efron",100,"TRUE",30,5,5,5,5,5,5,5,5,5,5,3.51924252139249,3.61481041908264,31.6958191871643
"52",2,"SGD","LeakyReLU",0.05,0,0,"Efron",100,"TRUE",30,10,10,NA,NA,NA,NA,NA,NA,NA,NA,3.50656621950582,3.61262526512146,21.75882995526
"53",6,"SGD","LeakyReLU",0.05,0,0,"Efron",100,"TRUE",30,10,10,10,10,10,10,NA,NA,NA,NA,3.50668966538757,3.61316938400269,49.1988249262174
"54",10,"SGD","LeakyReLU",0.05,0,0,"Efron",100,"TRUE",30,10,10,10,10,10,10,10,10,10,10,3.51931261960035,3.61480932235718,43.0958148320516
"55",2,"Adam","SELU",0.05,0,0,"Efron",100,"TRUE",30,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3.507642862424,3.61235795021057,42.6915847500165
"56",6,"Adam","SELU",0.05,0,0,"Efron",100,"TRUE",30,2,2,2,2,2,2,NA,NA,NA,NA,3.50833839819998,3.61368312835693,45.2874311168989
"57",10,"Adam","SELU",0.05,0,0,"Efron",100,"TRUE",30,2,2,2,2,2,2,2,2,2,2,3.51537498223129,3.6158091545105,35.4089244286219
"58",2,"Adam","SELU",0.05,0,0,"Efron",100,"TRUE",30,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3.50766523706619,3.61088991165161,49.6074052373568
"59",6,"Adam","SELU",0.05,0,0,"Efron",100,"TRUE",30,5,5,5,5,5,5,NA,NA,NA,NA,3.5097102531826,3.61387076377869,38.7462159832319
"60",10,"Adam","SELU",0.05,0,0,"Efron",100,"TRUE",30,5,5,5,5,5,5,5,5,5,5,NA,NA,48.1427004615466
"61",2,"Adam","SELU",0.05,0,0,"Efron",100,"TRUE",30,10,10,NA,NA,NA,NA,NA,NA,NA,NA,3.50768154964679,3.61483817100525,48.5650336503983
"62",6,"Adam","SELU",0.05,0,0,"Efron",100,"TRUE",30,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,45.1457166790962
"63",10,"Adam","SELU",0.05,0,0,"Efron",100,"TRUE",30,10,10,10,10,10,10,10,10,10,10,NA,NA,52.2155540267626
"64",2,"SGD","SELU",0.05,0,0,"Efron",100,"TRUE",30,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3.50874644353028,3.61310739517212,33.131531282266
"65",6,"SGD","SELU",0.05,0,0,"Efron",100,"TRUE",30,2,2,2,2,2,2,NA,NA,NA,NA,3.50706543490622,3.61439867019653,39.9694796244303
"66",10,"SGD","SELU",0.05,0,0,"Efron",100,"TRUE",30,2,2,2,2,2,2,2,2,2,2,3.5071484763622,3.61442594528198,60.527871119976
"67",2,"SGD","SELU",0.05,0,0,"Efron",100,"TRUE",30,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3.50692014644502,3.6128710269928,39.4253005464872
"68",6,"SGD","SELU",0.05,0,0,"Efron",100,"TRUE",30,5,5,5,5,5,5,NA,NA,NA,NA,3.50710462377896,3.6138482093811,33.0861025174459
"69",10,"SGD","SELU",0.05,0,0,"Efron",100,"TRUE",30,5,5,5,5,5,5,5,5,5,5,3.50694622404081,3.6139844417572,35.9083928147952
"70",2,"SGD","SELU",0.05,0,0,"Efron",100,"TRUE",30,10,10,NA,NA,NA,NA,NA,NA,NA,NA,3.5066394097394,3.61311116218567,28.4919794599215
"71",6,"SGD","SELU",0.05,0,0,"Efron",100,"TRUE",30,10,10,10,10,10,10,NA,NA,NA,NA,3.50684851504173,3.61320748329163,48.7740781585375
"72",10,"SGD","SELU",0.05,0,0,"Efron",100,"TRUE",30,10,10,10,10,10,10,10,10,10,10,3.50697079806607,3.61461391448975,38.7594204743703
"73",2,"Adam","LeakyReLU",0.1,0,0,"Efron",100,"TRUE",30,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3.5093803276076,3.61394577026367,44.1761840105057
"74",6,"Adam","LeakyReLU",0.1,0,0,"Efron",100,"TRUE",30,2,2,2,2,2,2,NA,NA,NA,NA,3.50832676752788,3.61276059150696,38.5941182494164
"75",10,"Adam","LeakyReLU",0.1,0,0,"Efron",100,"TRUE",30,2,2,2,2,2,2,2,2,2,2,NA,NA,48.3273957133293
"76",2,"Adam","LeakyReLU",0.1,0,0,"Efron",100,"TRUE",30,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3.50741932899861,3.6117347240448,68.1872502446175
"77",6,"Adam","LeakyReLU",0.1,0,0,"Efron",100,"TRUE",30,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,49.1252992033958
"78",10,"Adam","LeakyReLU",0.1,0,0,"Efron",100,"TRUE",30,5,5,5,5,5,5,5,5,5,5,NA,NA,52.8190296967824
"79",2,"Adam","LeakyReLU",0.1,0,0,"Efron",100,"TRUE",30,10,10,NA,NA,NA,NA,NA,NA,NA,NA,3.50817933069012,3.61162886619568,44.2515300472577
"80",6,"Adam","LeakyReLU",0.1,0,0,"Efron",100,"TRUE",30,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,42.4832679708799
"81",10,"Adam","LeakyReLU",0.1,0,0,"Efron",100,"TRUE",30,10,10,10,10,10,10,10,10,10,10,NA,NA,44.5855459054311
"82",2,"SGD","LeakyReLU",0.1,0,0,"Efron",100,"TRUE",30,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3.50721058914675,3.61110062599182,40.463715895017
"83",6,"SGD","LeakyReLU",0.1,0,0,"Efron",100,"TRUE",30,2,2,2,2,2,2,NA,NA,NA,NA,3.51906454029857,3.61481018066406,45.615481086572
"84",10,"SGD","LeakyReLU",0.1,0,0,"Efron",100,"TRUE",30,2,2,2,2,2,2,2,2,2,2,3.51925668205019,3.61481046676636,35.4280261158943
"85",2,"SGD","LeakyReLU",0.1,0,0,"Efron",100,"TRUE",30,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3.50687900085747,3.61288294792175,30.8082510431608
"86",6,"SGD","LeakyReLU",0.1,0,0,"Efron",100,"TRUE",30,5,5,5,5,5,5,NA,NA,NA,NA,3.51930483967177,3.61480946540833,53.6211842020353
"87",10,"SGD","LeakyReLU",0.1,0,0,"Efron",100,"TRUE",30,5,5,5,5,5,5,5,5,5,5,3.51924255553785,3.61481041908264,46.5729532519976
"88",2,"SGD","LeakyReLU",0.1,0,0,"Efron",100,"TRUE",30,10,10,NA,NA,NA,NA,NA,NA,NA,NA,3.50659480383304,3.61284775733948,33.2587426424027
"89",6,"SGD","LeakyReLU",0.1,0,0,"Efron",100,"TRUE",30,10,10,10,10,10,10,NA,NA,NA,NA,3.50698968917071,3.61329207420349,61.0064823468526
"90",10,"SGD","LeakyReLU",0.1,0,0,"Efron",100,"TRUE",30,10,10,10,10,10,10,10,10,10,10,3.50946080112109,3.61221890449524,260.611831450462
"91",2,"Adam","SELU",0.1,0,0,"Efron",100,"TRUE",30,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3.50961411828172,3.6112446308136,60.933710416158
"92",6,"Adam","SELU",0.1,0,0,"Efron",100,"TRUE",30,2,2,2,2,2,2,NA,NA,NA,NA,3.51659535429634,3.61491413116455,44.8900125821432
"93",10,"Adam","SELU",0.1,0,0,"Efron",100,"TRUE",30,2,2,2,2,2,2,2,2,2,2,3.51810980784217,3.61480169296265,46.0559126893679
"94",2,"Adam","SELU",0.1,0,0,"Efron",100,"TRUE",30,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3.50830717488275,3.60892906188965,58.3845923980077
"95",6,"Adam","SELU",0.1,0,0,"Efron",100,"TRUE",30,5,5,5,5,5,5,NA,NA,NA,NA,3.51645927959824,3.61456189155579,40.7405856331189
"96",10,"Adam","SELU",0.1,0,0,"Efron",100,"TRUE",30,5,5,5,5,5,5,5,5,5,5,3.51924255149546,3.61481027603149,63.5646105368932
"97",2,"Adam","SELU",0.1,0,0,"Efron",100,"TRUE",30,10,10,NA,NA,NA,NA,NA,NA,NA,NA,3.50850736935627,3.61380929946899,72.2326930681864
"98",6,"Adam","SELU",0.1,0,0,"Efron",100,"TRUE",30,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,48.2244363149007
"99",10,"Adam","SELU",0.1,0,0,"Efron",100,"TRUE",30,10,10,10,10,10,10,10,10,10,10,NA,NA,55.8229092041651
"100",2,"SGD","SELU",0.1,0,0,"Efron",100,"TRUE",30,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3.50866252906701,3.61316266059875,31.6957011620204
"101",6,"SGD","SELU",0.1,0,0,"Efron",100,"TRUE",30,2,2,2,2,2,2,NA,NA,NA,NA,3.50700598724041,3.61472806930542,35.4387798388799
"102",10,"SGD","SELU",0.1,0,0,"Efron",100,"TRUE",30,2,2,2,2,2,2,2,2,2,2,3.50748394473578,3.61321177482605,43.4119922399521
"103",2,"SGD","SELU",0.1,0,0,"Efron",100,"TRUE",30,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3.50698924181531,3.61302447319031,40.3497069080671
"104",6,"SGD","SELU",0.1,0,0,"Efron",100,"TRUE",30,5,5,5,5,5,5,NA,NA,NA,NA,3.50712487449896,3.61332340240479,40.9030358552933
"105",10,"SGD","SELU",0.1,0,0,"Efron",100,"TRUE",30,5,5,5,5,5,5,5,5,5,5,3.50695521227518,3.61386198997498,40.2780100663503
"106",2,"SGD","SELU",0.1,0,0,"Efron",100,"TRUE",30,10,10,NA,NA,NA,NA,NA,NA,NA,NA,3.50668642076561,3.61300811767578,48.9768470883369
"107",6,"SGD","SELU",0.1,0,0,"Efron",100,"TRUE",30,10,10,10,10,10,10,NA,NA,NA,NA,3.50696862113821,3.61318387985229,46.511380747954
"108",10,"SGD","SELU",0.1,0,0,"Efron",100,"TRUE",30,10,10,10,10,10,10,10,10,10,10,3.50705610671223,3.61392254829407,47.0308172146479
"109",2,"Adam","LeakyReLU",0.01,0.2,0,"Efron",100,"TRUE",30,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3.507419155862,3.60955405235291,35.4584573586782
"110",6,"Adam","LeakyReLU",0.01,0.2,0,"Efron",100,"TRUE",30,2,2,2,2,2,2,NA,NA,NA,NA,3.50712486293655,3.61150207519531,34.6368723591169
"111",10,"Adam","LeakyReLU",0.01,0.2,0,"Efron",100,"TRUE",30,2,2,2,2,2,2,2,2,2,2,3.50706671122746,3.61259489059448,42.3305968443553
"112",2,"Adam","LeakyReLU",0.01,0.2,0,"Efron",100,"TRUE",30,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3.50688171191087,3.6134289264679,39.5309474786123
"113",6,"Adam","LeakyReLU",0.01,0.2,0,"Efron",100,"TRUE",30,5,5,5,5,5,5,NA,NA,NA,NA,3.50712254593215,3.61281280517578,42.7321983059247
"114",10,"Adam","LeakyReLU",0.01,0.2,0,"Efron",100,"TRUE",30,5,5,5,5,5,5,5,5,5,5,3.50717257941387,3.61167497634888,55.9993664065997
"115",2,"Adam","LeakyReLU",0.01,0.2,0,"Efron",100,"TRUE",30,10,10,NA,NA,NA,NA,NA,NA,NA,NA,3.50690792618627,3.61342248916626,36.8629693110784
"116",6,"Adam","LeakyReLU",0.01,0.2,0,"Efron",100,"TRUE",30,10,10,10,10,10,10,NA,NA,NA,NA,3.50722064920782,3.61360545158386,45.8193625926971
"117",10,"Adam","LeakyReLU",0.01,0.2,0,"Efron",100,"TRUE",30,10,10,10,10,10,10,10,10,10,10,3.50753780055021,3.61373696327209,53.7490538557371
"118",2,"SGD","LeakyReLU",0.01,0.2,0,"Efron",100,"TRUE",30,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3.50975888158549,3.6078058719635,120.633521779378
"119",6,"SGD","LeakyReLU",0.01,0.2,0,"Efron",100,"TRUE",30,2,2,2,2,2,2,NA,NA,NA,NA,3.51925677003104,3.61481008529663,34.45888453722
"120",10,"SGD","LeakyReLU",0.01,0.2,0,"Efron",100,"TRUE",30,2,2,2,2,2,2,2,2,2,2,3.519256604566,3.61481041908264,37.5243561029434
"121",2,"SGD","LeakyReLU",0.01,0.2,0,"Efron",100,"TRUE",30,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3.50722855105663,3.61113123893738,45.5252462267876
"122",6,"SGD","LeakyReLU",0.01,0.2,0,"Efron",100,"TRUE",30,5,5,5,5,5,5,NA,NA,NA,NA,3.51934769256805,3.6148097038269,42.3978665272395
"123",10,"SGD","LeakyReLU",0.01,0.2,0,"Efron",100,"TRUE",30,5,5,5,5,5,5,5,5,5,5,3.519242502843,3.61481041908264,38.574816997846
"124",2,"SGD","LeakyReLU",0.01,0.2,0,"Efron",100,"TRUE",30,10,10,NA,NA,NA,NA,NA,NA,NA,NA,3.50822761298632,3.61018691062927,37.5162498116493
"125",6,"SGD","LeakyReLU",0.01,0.2,0,"Efron",100,"TRUE",30,10,10,10,10,10,10,NA,NA,NA,NA,3.50689227176917,3.6122311592102,202.418510985374
"126",10,"SGD","LeakyReLU",0.01,0.2,0,"Efron",100,"TRUE",30,10,10,10,10,10,10,10,10,10,10,3.51932182471162,3.61480956077576,42.2720024545987
"127",2,"Adam","SELU",0.01,0.2,0,"Efron",100,"TRUE",30,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3.50883100679926,3.61365180015564,45.4960515578588
"128",6,"Adam","SELU",0.01,0.2,0,"Efron",100,"TRUE",30,2,2,2,2,2,2,NA,NA,NA,NA,3.5070427357379,3.61266031265259,52.5617196361224
"129",10,"Adam","SELU",0.01,0.2,0,"Efron",100,"TRUE",30,2,2,2,2,2,2,2,2,2,2,3.50715925846985,3.61419706344604,82.7549482981364
"130",2,"Adam","SELU",0.01,0.2,0,"Efron",100,"TRUE",30,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3.50715007280525,3.61348218917847,34.5574068148931
"131",6,"Adam","SELU",0.01,0.2,0,"Efron",100,"TRUE",30,5,5,5,5,5,5,NA,NA,NA,NA,3.5071435505447,3.61326723098755,69.4882440606753
"132",10,"Adam","SELU",0.01,0.2,0,"Efron",100,"TRUE",30,5,5,5,5,5,5,5,5,5,5,3.50748101183406,3.61211547851563,75.2439134597778
"133",2,"Adam","SELU",0.01,0.2,0,"Efron",100,"TRUE",30,10,10,NA,NA,NA,NA,NA,NA,NA,NA,3.50684424583934,3.61317272186279,71.1266612291336
"134",6,"Adam","SELU",0.01,0.2,0,"Efron",100,"TRUE",30,10,10,10,10,10,10,NA,NA,NA,NA,3.50706718165154,3.61272144317627,53.4916194478671
"135",10,"Adam","SELU",0.01,0.2,0,"Efron",100,"TRUE",30,10,10,10,10,10,10,10,10,10,10,3.50755564107103,3.61388306617737,65.9856308499972
"136",2,"SGD","SELU",0.01,0.2,0,"Efron",100,"TRUE",30,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3.50907458209001,3.61173748970032,46.8574195186297
"137",6,"SGD","SELU",0.01,0.2,0,"Efron",100,"TRUE",30,2,2,2,2,2,2,NA,NA,NA,NA,3.50736979352395,3.61220169067383,75.0139313181241
"138",10,"SGD","SELU",0.01,0.2,0,"Efron",100,"TRUE",30,2,2,2,2,2,2,2,2,2,2,3.50739923543495,3.61176981925964,187.13782453537
"139",2,"SGD","SELU",0.01,0.2,0,"Efron",100,"TRUE",30,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3.50776321164177,3.61240682601929,36.3721140305201
"140",6,"SGD","SELU",0.01,0.2,0,"Efron",100,"TRUE",30,5,5,5,5,5,5,NA,NA,NA,NA,3.50752995551113,3.61410713195801,40.9401430249214
"141",10,"SGD","SELU",0.01,0.2,0,"Efron",100,"TRUE",30,5,5,5,5,5,5,5,5,5,5,3.50703599813852,3.61380453109741,56.1816792368889
"142",2,"SGD","SELU",0.01,0.2,0,"Efron",100,"TRUE",30,10,10,NA,NA,NA,NA,NA,NA,NA,NA,3.50734564601599,3.61213049888611,32.7794663667679
"143",6,"SGD","SELU",0.01,0.2,0,"Efron",100,"TRUE",30,10,10,10,10,10,10,NA,NA,NA,NA,3.50743875366326,3.61369209289551,42.2665509661039
"144",10,"SGD","SELU",0.01,0.2,0,"Efron",100,"TRUE",30,10,10,10,10,10,10,10,10,10,10,3.50695392439215,3.61405129432678,49.4772836009661
"145",2,"Adam","LeakyReLU",0.05,0.2,0,"Efron",100,"TRUE",30,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3.50777347794645,3.60962562561035,46.2888141671816
"146",6,"Adam","LeakyReLU",0.05,0.2,0,"Efron",100,"TRUE",30,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,54.0211708903313
"147",10,"Adam","LeakyReLU",0.05,0.2,0,"Efron",100,"TRUE",30,2,2,2,2,2,2,2,2,2,2,3.50845635298579,3.61363949775696,74.4846647898356
"148",2,"Adam","LeakyReLU",0.05,0.2,0,"Efron",100,"TRUE",30,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3.50728389343012,3.61203932762146,47.2624361117681
"149",6,"Adam","LeakyReLU",0.05,0.2,0,"Efron",100,"TRUE",30,5,5,5,5,5,5,NA,NA,NA,NA,3.50740801549982,3.61239047050476,57.7520052274068
"150",10,"Adam","LeakyReLU",0.05,0.2,0,"Efron",100,"TRUE",30,5,5,5,5,5,5,5,5,5,5,NA,NA,67.2687345345815
"151",2,"Adam","LeakyReLU",0.05,0.2,0,"Efron",100,"TRUE",30,10,10,NA,NA,NA,NA,NA,NA,NA,NA,3.5072823724437,3.61300959587097,48.3625604430834
"152",6,"Adam","LeakyReLU",0.05,0.2,0,"Efron",100,"TRUE",30,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,58.3029659907023
"153",10,"Adam","LeakyReLU",0.05,0.2,0,"Efron",100,"TRUE",30,10,10,10,10,10,10,10,10,10,10,NA,NA,42.6973801811536
"154",2,"SGD","LeakyReLU",0.05,0.2,0,"Efron",100,"TRUE",30,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3.50727040801473,3.61135697364807,42.6898240208626
"155",6,"SGD","LeakyReLU",0.05,0.2,0,"Efron",100,"TRUE",30,2,2,2,2,2,2,NA,NA,NA,NA,3.51921449286449,3.61481022834778,41.0926443735758
"156",10,"SGD","LeakyReLU",0.05,0.2,0,"Efron",100,"TRUE",30,2,2,2,2,2,2,2,2,2,2,3.519256604566,3.61481041908264,33.9195748170217
"157",2,"SGD","LeakyReLU",0.05,0.2,0,"Efron",100,"TRUE",30,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3.50687421360587,3.61262917518616,32.2994532426198
"158",6,"SGD","LeakyReLU",0.05,0.2,0,"Efron",100,"TRUE",30,5,5,5,5,5,5,NA,NA,NA,NA,3.51933228056124,3.61480979919434,34.212154897054
"159",10,"SGD","LeakyReLU",0.05,0.2,0,"Efron",100,"TRUE",30,5,5,5,5,5,5,5,5,5,5,3.51924252139249,3.61481041908264,39.3959698398908
