"","Epoch","Iteration","num_layers","num_nodes","optim","activation","lr","xi","eps","gpUtility","acqOptimum","inBounds","Elapsed","Score","train.lkh","errorMessage"
"1",0,1,3,5,1,2,0.31394578626554,0.471904145919252,0.0366856595478021,NA,FALSE,TRUE,1944.349,-7.2090851465861,6.84382053216298,NA
"2",0,2,2,5,2,2,0.332621368397935,0.0525678950245492,0.217552818364929,NA,FALSE,TRUE,2760.64,-7.4645102818807,7.09651788075765,NA
"3",0,3,3,4,1,1,0.0214241712389048,0.440112585544121,0.312932227307465,NA,FALSE,TRUE,2616.84800000001,-7.16101805369059,6.80336892604828,NA
"4",0,4,3,3,1,2,0.0925447084906744,0.0101100058853626,0.167499632798135,NA,FALSE,TRUE,2496.113,-7.20324977238973,6.83824972311656,NA
"5",0,5,3,3,2,2,0.0617833684658632,0.33342603812227,0.111068096638191,NA,FALSE,TRUE,4712.814,-7.13973490397135,6.77988719940186,NA
"6",0,6,8,2,2,2,0.0393574413879076,0.424549545103218,0.151020332875196,NA,FALSE,TRUE,4794.327,-7.13997316360474,6.78009438514709,NA
"7",0,7,9,3,2,1,0.122473076143442,0.496526972162537,0.0662386125535704,NA,FALSE,TRUE,4483.285,-7.14035765329997,6.78054559230804,NA
"8",0,8,10,7,2,2,0.490397163112951,0.228085826088209,0.0109753984143026,NA,FALSE,TRUE,3366.356,-7.14278825124105,6.78358177344004,NA
"9",0,9,6,7,2,1,0.156743260168564,0.452068218698259,0.00441201308974996,NA,FALSE,TRUE,4838.671,-7.13475306828817,6.77525262037913,NA
"10",0,10,4,9,1,1,0.401683442313434,0.0941945134080015,0.453056873721071,NA,FALSE,TRUE,3296.232,-13.7987302144368,12.5965985457102,NA
"11",0,11,4,9,2,2,0.47767625140876,0.0686802080157213,0.173063756963238,NA,FALSE,TRUE,2279.541,-8.87707455952962,8.52438513437907,NA
"12",0,12,4,9,2,1,0.113433009435725,0.462406817281153,0.208581464092713,NA,FALSE,TRUE,3794.965,-7.336998462677,6.97777016957601,NA
"13",0,13,7,4,2,2,0.257669586080755,0.41018009170657,0.147453885159921,NA,FALSE,TRUE,1738.51,-7.2452031771342,6.88856860001882,NA
"14",0,14,4,4,1,1,0.0482014144765446,0.255157701487187,0.0812977855885401,NA,FALSE,TRUE,2821.8,-7.15887149175008,6.80126162370046,NA
"15",0,15,5,3,1,1,0.148489352071355,0.172137068926822,0.187902815868147,NA,FALSE,TRUE,2254.353,-7.28409210840861,6.89928217728933,NA
"16",0,16,2,4,2,2,0.0718595854857704,0.117590787641238,0.361749267715495,NA,FALSE,TRUE,2494.94,-7.241095383962,6.89257550239563,NA
"17",0,17,3,6,2,1,0.0256881801481824,0.262412331395317,0.461290781681892,NA,FALSE,TRUE,2429.907,-7.27493874231974,6.91843946774801,NA
"18",0,18,7,5,2,2,0.443061735897441,0.109369168044068,0.370835539125837,NA,FALSE,TRUE,3647.293,-11.3592370351156,10.9956858158112,NA
"19",0,19,4,2,1,2,0.369876075986237,0.282126601894852,0.278744568563998,NA,FALSE,TRUE,2107.293,-7.24710830052694,6.89643104871114,NA
"20",0,20,6,3,2,1,0.430465800223197,0.390163709009066,0.328690447059926,NA,FALSE,TRUE,2586.165,-7.67169348398844,7.31232651074727,NA
"21",0,21,5,10,2,2,0.1949456323063,0.0459636692143977,0.136117869133595,NA,FALSE,TRUE,2506.37,-7.85005203882853,7.50168474515279,NA
"22",0,22,5,6,2,1,0.486107478638226,0.300347951410804,0.19684699297417,NA,FALSE,TRUE,2849.071,-7.94415712356567,7.58681019147237,NA
"23",0,23,3,6,1,1,0.376729817037401,0.353745309987571,0.0549218431673944,NA,FALSE,TRUE,2025.388,-7.31665420532227,6.92701784769694,NA
"24",0,24,3,2,2,2,0.221642356552789,0.279069650440943,0.288062056689523,NA,FALSE,TRUE,3193.274,-7.21336301167806,6.85631533463796,NA
"25",0,25,8,6,1,1,0.294284107011626,0.139638705321122,0.0727086847927421,NA,FALSE,TRUE,2107.662,-8.06535402933756,7.5584777990977,NA
"26",0,26,6,5,2,1,0.135767500072066,0.230231470833533,0.121890725884587,NA,FALSE,TRUE,3003.072,-7.21945635477702,6.86121849219004,NA
"27",0,27,5,4,2,2,0.167416974149202,0.203802703144029,0.498368501262739,NA,FALSE,TRUE,3335.61,-8.21664301554362,7.85844274361928,NA
"28",0,28,6,9,2,1,0.132803160913964,0.248044280139729,0.0916736445599236,NA,FALSE,TRUE,4830.761,-7.27442598342896,6.91458682219187,NA
"29",0,29,7,8,2,1,0.399871685169986,0.0712283593579195,0.105437683588825,NA,FALSE,TRUE,2176.313,-7.9148276646932,7.57869752248128,NA
