"","Epoch","Iteration","num_layers","num_nodes","optim","activation","lr","xi","eps","gpUtility","acqOptimum","inBounds","Elapsed","Score","train.lkh","errorMessage"
"1",0,1,7,9,2,2,0.102483079319682,0.296740521236643,0.0111092959996313,NA,FALSE,TRUE,4219.75,-7.16280714670817,6.90171221892039,NA
"2",0,2,3,10,2,1,0.0737674248141775,0.323145585229213,0.0797519640327664,NA,FALSE,TRUE,2938.526,-7.18671067555745,6.92789689699809,NA
"3",0,3,9,8,1,2,0.182236132918042,0.302379103610292,0.0566128323953308,NA,FALSE,TRUE,2727.249,-7.918053150177,7.50178519884745,NA
"4",0,4,10,8,2,2,0.174600642862461,0.382675571931031,0.444429213333933,NA,FALSE,TRUE,3524.322,-11.3417768478394,11.080943107605,NA
"5",0,5,9,8,1,2,0.460597424476618,0.194231132667483,0.408999623501586,NA,FALSE,TRUE,2502.338,-17.0892086029053,15.3623853524526,NA
"6",0,6,5,2,1,2,0.25194593103337,0.077746235721861,0.156475839354243,NA,FALSE,TRUE,3199.701,-7.31096426645915,7.02448789278666,NA
"7",0,7,2,3,2,2,0.374909077331395,0.214280247113493,0.248841503376752,NA,FALSE,TRUE,2100.391,-7.31718794504801,7.05557370185852,NA
"8",0,8,4,7,2,2,0.450178786022225,0.491215789515991,0.0238679785761633,NA,FALSE,TRUE,3073.81600000001,-7.18605518341064,6.91066118081411,NA
"9",0,9,8,5,1,2,0.309022785669586,0.103848983031639,0.306681754220335,NA,FALSE,TRUE,2388.552,-10.5207223892212,9.62651940186818,NA
"10",0,10,5,5,2,1,0.327313493181464,0.449425571845495,0.0694346069612948,NA,FALSE,TRUE,2311.10800000001,-7.18976147969564,6.93064705530802,NA
"11",0,11,2,7,1,2,0.208007909734188,0.225087889499264,0.142734308734362,NA,FALSE,TRUE,2669.262,-7.43887122472127,7.13740571339925,NA
"12",0,12,4,7,2,1,0.263638373142421,0.0487039348299732,0.192413377018966,NA,FALSE,TRUE,4610.39799999999,-7.93818680445353,7.67506770292918,NA
"13",0,13,10,9,2,2,0.14952470072134,0.0367867639179167,0.217294127494824,NA,FALSE,TRUE,2670.124,-9.59732818603516,9.41044926643372,NA
"14",0,14,9,3,2,2,0.410622776419987,0.33164798081998,0.324905983226927,NA,FALSE,TRUE,2066.838,-8.03029568990072,7.77229503790538,NA
"15",0,15,3,4,2,1,0.284058933080196,0.473549201491551,0.182152742901962,NA,FALSE,TRUE,3158.863,-7.2262593905131,6.9663153886795,NA
"16",0,16,7,2,1,2,0.498746689314103,0.236005142727663,0.350953497589217,NA,FALSE,TRUE,2392.726,-7.49927425384521,7.27243832747142,NA
"17",0,17,3,5,1,1,0.0953272489716983,0.0224092753524019,0.116269653946802,NA,FALSE,TRUE,3387.425,-7.27260621388753,6.99845592180888,NA
"18",0,18,8,6,2,1,0.4324708327185,0.273466416456358,0.271084462223371,NA,FALSE,TRUE,3312.746,-9.592498143514,9.33251039187113,NA
"19",0,19,8,10,2,2,0.0393900302258407,0.178019644241431,0.429194321652176,NA,FALSE,TRUE,2731.717,-8.97273095448812,8.72263805071513,NA
"20",0,20,9,5,1,1,0.114281856262714,0.408019881269865,0.283571424512047,NA,FALSE,TRUE,2617.371,-7.92857106526693,7.50548672676086,NA
"21",0,21,8,4,1,1,0.352383664051886,0.0127896539670473,0.0341230741760228,NA,FALSE,TRUE,2782.567,-7.42569621404012,7.11881526311239,NA
"22",0,22,5,3,2,1,0.137236839755751,0.37324482457916,0.125345637792634,NA,FALSE,TRUE,2399.568,-7.18135801951091,6.92226227124532,NA
"23",0,23,6,6,2,1,0.0179134158849774,0.430230279445823,0.339556147529947,NA,FALSE,TRUE,2863.83399999999,-7.22879902521769,6.97068949540456,NA
"24",0,24,3,7,1,1,0.273433520256804,0.1478693040699,0.234286208054982,NA,FALSE,TRUE,2471.48000000001,-8.57334804534912,8.07251520951589,NA
"25",0,25,4,4,1,1,0.380655200278888,0.0890131716441829,0.0947181598712632,NA,FALSE,TRUE,2348.852,-7.54128742218018,7.2393053372701,NA
"26",0,26,7,6,1,2,0.404785632615931,0.395762614505657,0.467629312275676,NA,FALSE,TRUE,2345.13499999999,-11.7649669647217,10.5592908859253,NA
"27",0,27,6,9,2,2,0.0257433045418293,0.170907938994787,0.367410602830205,NA,FALSE,TRUE,4676.89,-7.70137516657511,7.42580620447795,NA
"28",0,28,6,8,1,2,0.0608898626349401,0.46688840140996,0.257054446286929,NA,FALSE,TRUE,3009.962,-7.61942354838053,7.28335444132487,NA
"29",0,29,6,9,2,1,0.235140840902495,0.358355011201638,0.396614275025058,NA,FALSE,TRUE,2371.90400000001,-10.6230198542277,10.4358142217,NA
"30",0,30,7,6,1,1,0.193668776714403,0.252776661636744,0.4709641690024,NA,FALSE,TRUE,2718.461,-10.253888130188,9.43120682239532,NA
"31",0,31,4,4,1,1,0.478237483637458,0.120995672812569,0.377045912016911,NA,FALSE,TRUE,2384.44500000001,-8.49482440948486,8.04266051451365,NA
"32",0,32,5,3,1,1,0.342882598258984,0.131054121975467,0.490645075646171,NA,FALSE,TRUE,2369.565,-8.57909329732259,8.05166943868001,NA
"33",1,33,2,5,2,2,0.005,0.5,0.0336688115052794,0.582071389066034,TRUE,TRUE,10446.872,-7.26923720041911,6.99479472637177,NA
"34",1,34,2,2,2,2,0.005,0.5,0.0159278192313082,0.517227522389444,FALSE,TRUE,10482.637,-7.17784706751506,6.89803711573283,NA
