"","minsplit","cp","xval","CP","nsplit","rel error","xerror","xstd","is_lkh","Elapsed"
"21",1,1e-16,3,0.000269899022090519,32,0.806208019527367,0.813911559112217,0.00769087305700222,9.40974002119497,45.1381525993347
"211",20,1e-16,3,0.000269899022090519,32,0.806208019527367,0.813088058335238,0.00768040911796661,9.40974002119497,45.1381525993347
"212",50,1e-16,3,0.000269899022090519,32,0.806208019527367,0.814786692812434,0.00770078563769935,9.40974002119497,45.1381525993347
"22",100,1e-16,3,0.000256683417297384,33,0.805938120505276,0.81520101779539,0.00766734979370992,9.40953528821244,45.1381525993347
"213",1,1e-10,3,0.000269899022090519,32,0.806208019527367,0.812290036418298,0.00765811323001018,9.40974002119497,45.1381525993347
"214",20,1e-10,3,0.000269899022090519,32,0.806208019527367,0.812205118441374,0.0076700989807775,9.40974002119497,45.1381525993347
"215",50,1e-10,3,0.000269899022090519,32,0.806208019527367,0.815050374455209,0.00768770266741773,9.40974002119497,45.1381525993347
"216",100,1e-10,3,0.000269899022090519,32,0.806208019527367,0.81361956160791,0.00768104006080446,9.40974002119497,45.1381525993347
"217",1,1e-05,3,0.000269899022090519,32,0.806208019527367,0.814468323686313,0.00768684645511311,9.40974002119497,45.1381525993347
"218",20,1e-05,3,0.000269899022090519,32,0.806208019527367,0.812261160771912,0.0076546366009601,9.40974002119497,45.1381525993347
"219",50,1e-05,3,0.000269899022090519,32,0.806208019527367,0.812850110478423,0.00764839687090111,9.40974002119497,45.1381525993347
"2110",100,1e-05,3,0.000269899022090519,32,0.806208019527367,0.814134572277425,0.00768702795133518,9.40974002119497,45.1381525993347
"2",1,0.01,3,0.01,1,0.907329382503734,0.907397890114226,0.00835605566301862,9.22138231599864,45.1381525993347
"23",20,0.01,3,0.01,1,0.907329382503734,0.907384957386948,0.00835635986677727,9.22138231599864,45.1381525993347
"24",50,0.01,3,0.01,1,0.907329382503734,0.907556883655882,0.00835886429982764,9.22138231599864,45.1381525993347
"25",100,0.01,3,0.01,1,0.907329382503734,0.907370664463012,0.00835608134274792,9.22138231599864,45.1381525993347
