"","minsplit","cp","xval","CP","nsplit","rel error","xerror","xstd","is_lkh","Elapsed"
"2",1,1e-16,3,0.00046607368976563,1,0.906746218912038,0.906772884486222,0.00867435479319227,9.12804252479667,32.4104034900665
"21",20,1e-16,3,0.00046607368976563,1,0.906746218912038,0.907045600195215,0.00867638842925082,9.12804252479667,32.4104034900665
"22",50,1e-16,3,0.00046607368976563,1,0.906746218912038,0.90675695016378,0.0086741576812012,9.12804252479667,32.4104034900665
"23",100,1e-16,3,0.00046607368976563,1,0.906746218912038,0.906881754278693,0.00867507598733695,9.12804252479667,32.4104034900665
"24",1,1e-10,3,0.00046607368976563,1,0.906746218912038,0.907141512227498,0.00867740647168764,9.12804252479667,32.4104034900665
"25",20,1e-10,3,0.00046607368976563,1,0.906746218912038,0.90683676832622,0.00867516582624126,9.12804252479667,32.4104034900665
"26",50,1e-10,3,0.00046607368976563,1,0.906746218912038,0.906844316933867,0.00867487529248484,9.12804252479667,32.4104034900665
"27",100,1e-10,3,0.00046607368976563,1,0.906746218912038,0.906907014281131,0.00867613207179262,9.12804252479667,32.4104034900665
"28",1,1e-05,3,0.00046607368976563,1,0.906746218912038,0.906850867332584,0.00867522171047033,9.12804252479667,32.4104034900665
"29",20,1e-05,3,0.00046607368976563,1,0.906746218912038,0.907165355876597,0.00867863118349306,9.12804252479667,32.4104034900665
"210",50,1e-05,3,0.00046607368976563,1,0.906746218912038,0.907007348900225,0.00867626649925417,9.12804252479667,32.4104034900665
"211",100,1e-05,3,0.00046607368976563,1,0.906746218912038,0.907116625992108,0.00867688282450687,9.12804252479667,32.4104034900665
"212",1,0.01,3,0.01,1,0.906746218912038,0.907045671130105,0.0086750680524784,9.12804252479667,32.4104034900665
"213",20,0.01,3,0.01,1,0.906746218912038,0.906841107132293,0.00867579804257902,9.12804252479667,32.4104034900665
"214",50,0.01,3,0.01,1,0.906746218912038,0.906815361335639,0.008674485319914,9.12804252479667,32.4104034900665
"215",100,0.01,3,0.01,1,0.906746218912038,0.907134145125356,0.00867979438745555,9.12804252479667,32.4104034900665
