are_tot,are_cal_q,are_cal_y,ei_r,m_crps,model,scenario,seed
0.768969780258513,0.768969780258513,0.768969780258513,1.21238205979125,,MW_months,delta,7
0.290046133912397,0.130079751726269,0.0267982428105009,1.12621380583503,,CL,delta,7
0.36826542827988,0.36826542827988,0.36826542827988,1.48655182303808,,MW_quarters,delta,7
