are_tot,are_cal_q,are_cal_y,ei_r,m_crps,model,scenario,seed
0.44818117432907,0.44818117432907,0.44818117432907,1.08802992767837,,MW_months,alpha,8
0.14006102611274,0.0397371180974484,0.0130810409054413,0.984451198334145,,CL,alpha,8
0.167491124559538,0.167491124559538,0.167491124559538,1.25377402482359,,MW_quarters,alpha,8
