are_tot,are_cal_q,are_cal_y,ei_r,m_crps,model,scenario,seed
0.439273594633797,0.439273594633797,0.439273594633797,1.12442223339307,,MW_months,alpha,9
0.10532389717917,0.0488701440530185,0.0200161385268516,0.96226944862864,,CL,alpha,9
0.173671328924405,0.173671328924405,0.173671328924405,1.20520771587449,,MW_quarters,alpha,9
