are_tot,are_cal_q,are_cal_y,ei_r,m_crps,model,scenario,seed
0.57113102471836,0.57113102471836,0.57113102471836,1.12395106708118,,MW_months,epsilon,17
0.121703019035774,0.0419472122896356,0.0329313970994299,0.992746375371938,,CL,epsilon,17
0.169655951878936,0.169655951878936,0.169655951878936,1.14347178430001,,MW_quarters,epsilon,17
